MATERIAL,Product_Type,Product_SubType
MAT001223,Product_Type_1032,Product_SubType_1032-3
MAT001224,Product_Type_871,Product_SubType_871-3
MAT001225,Product_Type_492,Product_SubType_492-1
MAT001226,Product_Type_250,Product_SubType_250-3
MAT001227,Product_Type_1168,Product_SubType_1168-2
MAT001228,Product_Type_1393,Product_SubType_1393-3
MAT001229,Product_Type_551,Product_SubType_551-4
MAT001230,Product_Type_1152,Product_SubType_1152-3
MAT001231,Product_Type_517,Product_SubType_517-4
MAT001232,Product_Type_471,Product_SubType_471-3
MAT001233,Product_Type_1344,Product_SubType_1344-2
MAT001234,Product_Type_663,Product_SubType_663-3
MAT001235,Product_Type_1145,Product_SubType_1145-3
MAT001236,Product_Type_1074,Product_SubType_1074-1
MAT001237,Product_Type_276,Product_SubType_276-5
MAT001238,Product_Type_648,Product_SubType_648-1
MAT001239,Product_Type_700,Product_SubType_700-5
MAT001240,Product_Type_1121,Product_SubType_1121-3
MAT001241,Product_Type_1294,Product_SubType_1294-1
MAT001242,Product_Type_1077,Product_SubType_1077-7
MAT001243,Product_Type_1232,Product_SubType_1232-1
MAT001244,Product_Type_138,Product_SubType_138-3
MAT001245,Product_Type_909,Product_SubType_909-3
MAT001246,Product_Type_1348,Product_SubType_1348-5
MAT001247,Product_Type_600,Product_SubType_600-2
MAT001248,Product_Type_1240,Product_SubType_1240-1
MAT001249,Product_Type_576,Product_SubType_576-1
MAT001250,Product_Type_972,Product_SubType_972-6
MAT001251,Product_Type_964,Product_SubType_964-4
MAT001252,Product_Type_448,Product_SubType_448-1
MAT001253,Product_Type_860,Product_SubType_860-2
MAT001254,Product_Type_614,Product_SubType_614-1
MAT001255,Product_Type_830,Product_SubType_830-1
MAT001256,Product_Type_49,Product_SubType_49-1
MAT001257,Product_Type_810,Product_SubType_810-2
MAT001258,Product_Type_846,Product_SubType_846-5
MAT001259,Product_Type_596,Product_SubType_596-2
MAT001260,Product_Type_314,Product_SubType_314-1
MAT001261,Product_Type_278,Product_SubType_278-1
MAT001262,Product_Type_30,Product_SubType_30-5
MAT001263,Product_Type_982,Product_SubType_982-1
MAT001264,Product_Type_634,Product_SubType_634-2
MAT001265,Product_Type_1033,Product_SubType_1033-5
MAT001266,Product_Type_93,Product_SubType_93-3
MAT001267,Product_Type_140,Product_SubType_140-5
MAT001268,Product_Type_660,Product_SubType_660-2
MAT001269,Product_Type_921,Product_SubType_921-1
MAT001270,Product_Type_1199,Product_SubType_1199-2
MAT001271,Product_Type_237,Product_SubType_237-3
MAT001272,Product_Type_766,Product_SubType_766-3
MAT001273,Product_Type_911,Product_SubType_911-7
MAT001274,Product_Type_197,Product_SubType_197-5
MAT001275,Product_Type_527,Product_SubType_527-5
MAT001276,Product_Type_307,Product_SubType_307-3
MAT001277,Product_Type_1000,Product_SubType_1000-1
MAT001278,Product_Type_1436,Product_SubType_1436-1
MAT001279,Product_Type_77,Product_SubType_77-1
MAT001280,Product_Type_1410,Product_SubType_1410-1
MAT001281,Product_Type_570,Product_SubType_570-3
MAT001282,Product_Type_624,Product_SubType_624-3
MAT001283,Product_Type_22,Product_SubType_22-4
MAT001284,Product_Type_607,Product_SubType_607-1
MAT001285,Product_Type_1495,Product_SubType_1495-2
MAT001286,Product_Type_1371,Product_SubType_1371-4
MAT001287,Product_Type_933,Product_SubType_933-2
MAT001288,Product_Type_266,Product_SubType_266-4
MAT001289,Product_Type_177,Product_SubType_177-2
MAT001290,Product_Type_247,Product_SubType_247-2
MAT001291,Product_Type_1259,Product_SubType_1259-3
MAT001292,Product_Type_102,Product_SubType_102-2
MAT001293,Product_Type_933,Product_SubType_933-4
MAT001294,Product_Type_412,Product_SubType_412-6
MAT001295,Product_Type_1087,Product_SubType_1087-1
MAT001296,Product_Type_1104,Product_SubType_1104-1
MAT001297,Product_Type_1219,Product_SubType_1219-1
MAT001298,Product_Type_359,Product_SubType_359-2
MAT001299,Product_Type_1479,Product_SubType_1479-3
MAT001300,Product_Type_405,Product_SubType_405-2
MAT001301,Product_Type_768,Product_SubType_768-4
MAT001302,Product_Type_453,Product_SubType_453-3
MAT001303,Product_Type_255,Product_SubType_255-2
MAT001304,Product_Type_1271,Product_SubType_1271-5
MAT001305,Product_Type_1485,Product_SubType_1485-5
MAT001306,Product_Type_1308,Product_SubType_1308-2
MAT001307,Product_Type_248,Product_SubType_248-5
MAT001308,Product_Type_626,Product_SubType_626-2
MAT001309,Product_Type_1247,Product_SubType_1247-3
MAT001310,Product_Type_1347,Product_SubType_1347-1
MAT001311,Product_Type_1252,Product_SubType_1252-2
MAT001312,Product_Type_322,Product_SubType_322-2
MAT001313,Product_Type_737,Product_SubType_737-1
MAT001314,Product_Type_668,Product_SubType_668-4
MAT001315,Product_Type_1301,Product_SubType_1301-3
MAT001316,Product_Type_188,Product_SubType_188-1
MAT001317,Product_Type_1218,Product_SubType_1218-8
MAT001318,Product_Type_1428,Product_SubType_1428-1
MAT001319,Product_Type_281,Product_SubType_281-1
MAT001320,Product_Type_108,Product_SubType_108-1
MAT001321,Product_Type_939,Product_SubType_939-3
MAT001322,Product_Type_460,Product_SubType_460-1
MAT001323,Product_Type_739,Product_SubType_739-3
MAT001324,Product_Type_517,Product_SubType_517-5
MAT001325,Product_Type_892,Product_SubType_892-3
MAT001326,Product_Type_929,Product_SubType_929-1
MAT001327,Product_Type_962,Product_SubType_962-1
MAT001328,Product_Type_519,Product_SubType_519-2
MAT001329,Product_Type_590,Product_SubType_590-3
MAT001330,Product_Type_1276,Product_SubType_1276-2
MAT001331,Product_Type_349,Product_SubType_349-3
MAT001332,Product_Type_1444,Product_SubType_1444-4
MAT001333,Product_Type_920,Product_SubType_920-4
MAT001334,Product_Type_1067,Product_SubType_1067-3
MAT001335,Product_Type_956,Product_SubType_956-1
MAT001336,Product_Type_1211,Product_SubType_1211-1
MAT001337,Product_Type_642,Product_SubType_642-4
MAT001338,Product_Type_72,Product_SubType_72-1
MAT001339,Product_Type_412,Product_SubType_412-2
MAT001340,Product_Type_512,Product_SubType_512-6
MAT001341,Product_Type_966,Product_SubType_966-1
MAT001342,Product_Type_33,Product_SubType_33-3
MAT001343,Product_Type_717,Product_SubType_717-3
MAT001344,Product_Type_953,Product_SubType_953-1
MAT001345,Product_Type_1357,Product_SubType_1357-3
MAT001346,Product_Type_281,Product_SubType_281-3
MAT001347,Product_Type_464,Product_SubType_464-4
MAT001348,Product_Type_1068,Product_SubType_1068-1
MAT001349,Product_Type_673,Product_SubType_673-3
MAT001350,Product_Type_403,Product_SubType_403-1
MAT001351,Product_Type_730,Product_SubType_730-1
MAT001352,Product_Type_45,Product_SubType_45-1
MAT001353,Product_Type_1152,Product_SubType_1152-1
MAT001354,Product_Type_1065,Product_SubType_1065-2
MAT001355,Product_Type_1001,Product_SubType_1001-1
MAT001356,Product_Type_632,Product_SubType_632-4
MAT001357,Product_Type_1439,Product_SubType_1439-2
MAT001358,Product_Type_985,Product_SubType_985-3
MAT001359,Product_Type_774,Product_SubType_774-2
MAT001360,Product_Type_871,Product_SubType_871-1
MAT001361,Product_Type_1196,Product_SubType_1196-2
MAT001362,Product_Type_619,Product_SubType_619-7
MAT001363,Product_Type_211,Product_SubType_211-3
MAT001364,Product_Type_1497,Product_SubType_1497-1
MAT001365,Product_Type_1259,Product_SubType_1259-2
MAT001366,Product_Type_985,Product_SubType_985-4
MAT001367,Product_Type_445,Product_SubType_445-1
MAT001368,Product_Type_542,Product_SubType_542-2
MAT001369,Product_Type_437,Product_SubType_437-2
MAT001370,Product_Type_774,Product_SubType_774-2
MAT001371,Product_Type_86,Product_SubType_86-2
MAT001372,Product_Type_1027,Product_SubType_1027-2
MAT001373,Product_Type_1119,Product_SubType_1119-2
MAT001374,Product_Type_180,Product_SubType_180-4
MAT001375,Product_Type_778,Product_SubType_778-2
MAT001376,Product_Type_988,Product_SubType_988-1
MAT001377,Product_Type_1432,Product_SubType_1432-1
MAT001378,Product_Type_90,Product_SubType_90-2
MAT001379,Product_Type_1409,Product_SubType_1409-3
MAT001380,Product_Type_1488,Product_SubType_1488-2
MAT001381,Product_Type_248,Product_SubType_248-4
MAT001382,Product_Type_1264,Product_SubType_1264-1
MAT001383,Product_Type_128,Product_SubType_128-3
MAT001384,Product_Type_630,Product_SubType_630-1
MAT001385,Product_Type_1137,Product_SubType_1137-6
MAT001386,Product_Type_377,Product_SubType_377-3
MAT001387,Product_Type_1457,Product_SubType_1457-1
MAT001388,Product_Type_5,Product_SubType_5-2
MAT001389,Product_Type_717,Product_SubType_717-3
MAT001390,Product_Type_781,Product_SubType_781-2
MAT001391,Product_Type_709,Product_SubType_709-3
MAT001392,Product_Type_950,Product_SubType_950-5
MAT001393,Product_Type_573,Product_SubType_573-2
MAT001394,Product_Type_1449,Product_SubType_1449-2
MAT001395,Product_Type_1479,Product_SubType_1479-4
MAT001396,Product_Type_553,Product_SubType_553-3
MAT001397,Product_Type_395,Product_SubType_395-3
MAT001398,Product_Type_893,Product_SubType_893-2
MAT001399,Product_Type_1126,Product_SubType_1126-2
MAT001400,Product_Type_669,Product_SubType_669-1
MAT001401,Product_Type_292,Product_SubType_292-4
MAT001402,Product_Type_827,Product_SubType_827-2
MAT001403,Product_Type_799,Product_SubType_799-3
MAT001404,Product_Type_888,Product_SubType_888-2
MAT001405,Product_Type_190,Product_SubType_190-2
MAT001406,Product_Type_573,Product_SubType_573-4
MAT001407,Product_Type_75,Product_SubType_75-3
MAT001408,Product_Type_1416,Product_SubType_1416-5
MAT001409,Product_Type_1471,Product_SubType_1471-1
MAT001410,Product_Type_865,Product_SubType_865-5
MAT001411,Product_Type_1044,Product_SubType_1044-3
MAT001412,Product_Type_500,Product_SubType_500-2
MAT001413,Product_Type_248,Product_SubType_248-3
MAT001414,Product_Type_1306,Product_SubType_1306-3
MAT001415,Product_Type_1154,Product_SubType_1154-1
MAT001416,Product_Type_749,Product_SubType_749-2
MAT001417,Product_Type_248,Product_SubType_248-5
MAT001418,Product_Type_43,Product_SubType_43-2
MAT001419,Product_Type_483,Product_SubType_483-6
MAT001420,Product_Type_1436,Product_SubType_1436-3
MAT001421,Product_Type_306,Product_SubType_306-3
MAT001422,Product_Type_1237,Product_SubType_1237-4
MAT001423,Product_Type_530,Product_SubType_530-2
MAT001424,Product_Type_1039,Product_SubType_1039-4
MAT001425,Product_Type_1012,Product_SubType_1012-1
MAT001426,Product_Type_729,Product_SubType_729-2
MAT001427,Product_Type_736,Product_SubType_736-5
MAT001428,Product_Type_1146,Product_SubType_1146-4
MAT001429,Product_Type_1294,Product_SubType_1294-2
MAT001430,Product_Type_907,Product_SubType_907-6
MAT001431,Product_Type_128,Product_SubType_128-5
MAT001432,Product_Type_384,Product_SubType_384-3
MAT001433,Product_Type_518,Product_SubType_518-2
MAT001434,Product_Type_728,Product_SubType_728-2
MAT001435,Product_Type_795,Product_SubType_795-1
MAT001436,Product_Type_1039,Product_SubType_1039-2
MAT001437,Product_Type_590,Product_SubType_590-4
MAT001438,Product_Type_518,Product_SubType_518-4
MAT001439,Product_Type_206,Product_SubType_206-1
MAT001440,Product_Type_1437,Product_SubType_1437-1
MAT001441,Product_Type_1147,Product_SubType_1147-2
MAT001442,Product_Type_282,Product_SubType_282-2
MAT001443,Product_Type_1109,Product_SubType_1109-2
MAT001444,Product_Type_658,Product_SubType_658-2
MAT001445,Product_Type_1361,Product_SubType_1361-2
MAT001446,Product_Type_1102,Product_SubType_1102-1
MAT001447,Product_Type_378,Product_SubType_378-3
MAT001448,Product_Type_1272,Product_SubType_1272-3
MAT001449,Product_Type_937,Product_SubType_937-1
MAT001450,Product_Type_409,Product_SubType_409-1
MAT001451,Product_Type_1499,Product_SubType_1499-4
MAT001452,Product_Type_980,Product_SubType_980-1
MAT001453,Product_Type_1091,Product_SubType_1091-2
MAT001454,Product_Type_266,Product_SubType_266-3
MAT001455,Product_Type_830,Product_SubType_830-4
MAT001456,Product_Type_1468,Product_SubType_1468-1
MAT001457,Product_Type_158,Product_SubType_158-4
MAT001458,Product_Type_1323,Product_SubType_1323-4
MAT001459,Product_Type_741,Product_SubType_741-1
MAT001460,Product_Type_30,Product_SubType_30-1
MAT001461,Product_Type_1249,Product_SubType_1249-2
MAT001462,Product_Type_289,Product_SubType_289-3
MAT001463,Product_Type_903,Product_SubType_903-1
MAT001464,Product_Type_1382,Product_SubType_1382-6
MAT001465,Product_Type_594,Product_SubType_594-1
MAT001466,Product_Type_748,Product_SubType_748-1
MAT001467,Product_Type_759,Product_SubType_759-3
MAT001468,Product_Type_990,Product_SubType_990-1
MAT001469,Product_Type_332,Product_SubType_332-5
MAT001470,Product_Type_1330,Product_SubType_1330-5
MAT001471,Product_Type_1254,Product_SubType_1254-2
MAT001472,Product_Type_869,Product_SubType_869-2
MAT001473,Product_Type_636,Product_SubType_636-1
MAT001474,Product_Type_1024,Product_SubType_1024-3
MAT001475,Product_Type_1055,Product_SubType_1055-3
MAT001476,Product_Type_1314,Product_SubType_1314-1
MAT001477,Product_Type_1031,Product_SubType_1031-1
MAT001478,Product_Type_1073,Product_SubType_1073-1
MAT001479,Product_Type_764,Product_SubType_764-1
MAT001480,Product_Type_324,Product_SubType_324-3
MAT001481,Product_Type_405,Product_SubType_405-3
MAT001482,Product_Type_1355,Product_SubType_1355-1
MAT001483,Product_Type_19,Product_SubType_19-1
MAT001484,Product_Type_604,Product_SubType_604-3
MAT001485,Product_Type_568,Product_SubType_568-5
MAT001486,Product_Type_684,Product_SubType_684-3
MAT001487,Product_Type_351,Product_SubType_351-3
MAT001488,Product_Type_1226,Product_SubType_1226-2
MAT001489,Product_Type_84,Product_SubType_84-1
MAT001490,Product_Type_500,Product_SubType_500-4
MAT001491,Product_Type_231,Product_SubType_231-4
MAT001492,Product_Type_956,Product_SubType_956-2
MAT001493,Product_Type_1314,Product_SubType_1314-2
MAT001494,Product_Type_978,Product_SubType_978-3
MAT001495,Product_Type_412,Product_SubType_412-5
MAT001496,Product_Type_1265,Product_SubType_1265-2
MAT001497,Product_Type_913,Product_SubType_913-3
MAT001498,Product_Type_987,Product_SubType_987-7
MAT001499,Product_Type_431,Product_SubType_431-3
MAT001500,Product_Type_648,Product_SubType_648-1
MAT001501,Product_Type_636,Product_SubType_636-3
MAT001502,Product_Type_239,Product_SubType_239-3
MAT001503,Product_Type_1409,Product_SubType_1409-4
MAT001504,Product_Type_1155,Product_SubType_1155-1
MAT001505,Product_Type_1083,Product_SubType_1083-3
MAT001506,Product_Type_210,Product_SubType_210-2
MAT001507,Product_Type_101,Product_SubType_101-3
MAT001508,Product_Type_1484,Product_SubType_1484-1
MAT001509,Product_Type_1478,Product_SubType_1478-2
MAT001510,Product_Type_493,Product_SubType_493-4
MAT001511,Product_Type_782,Product_SubType_782-3
MAT001512,Product_Type_185,Product_SubType_185-1
MAT001513,Product_Type_46,Product_SubType_46-3
MAT001514,Product_Type_308,Product_SubType_308-4
MAT001515,Product_Type_765,Product_SubType_765-3
MAT001516,Product_Type_711,Product_SubType_711-1
MAT001517,Product_Type_936,Product_SubType_936-3
MAT001518,Product_Type_1205,Product_SubType_1205-4
MAT001519,Product_Type_1398,Product_SubType_1398-1
MAT001520,Product_Type_898,Product_SubType_898-2
MAT001521,Product_Type_1202,Product_SubType_1202-1
MAT001522,Product_Type_436,Product_SubType_436-5
MAT001523,Product_Type_1490,Product_SubType_1490-1
MAT001524,Product_Type_250,Product_SubType_250-1
MAT001525,Product_Type_854,Product_SubType_854-2
MAT001526,Product_Type_497,Product_SubType_497-2
MAT001527,Product_Type_378,Product_SubType_378-1
MAT001528,Product_Type_1250,Product_SubType_1250-1
MAT001529,Product_Type_859,Product_SubType_859-1
MAT001530,Product_Type_158,Product_SubType_158-1
MAT001531,Product_Type_1285,Product_SubType_1285-1
MAT001532,Product_Type_110,Product_SubType_110-3
MAT001533,Product_Type_1416,Product_SubType_1416-4
MAT001534,Product_Type_914,Product_SubType_914-3
MAT001535,Product_Type_917,Product_SubType_917-4
MAT001536,Product_Type_900,Product_SubType_900-4
MAT001537,Product_Type_1145,Product_SubType_1145-1
MAT001538,Product_Type_646,Product_SubType_646-4
MAT001539,Product_Type_821,Product_SubType_821-2
MAT001540,Product_Type_716,Product_SubType_716-4
MAT001541,Product_Type_809,Product_SubType_809-3
MAT001542,Product_Type_623,Product_SubType_623-2
MAT001543,Product_Type_1153,Product_SubType_1153-4
MAT001544,Product_Type_1365,Product_SubType_1365-1
MAT001545,Product_Type_1091,Product_SubType_1091-3
MAT001546,Product_Type_576,Product_SubType_576-3
MAT001547,Product_Type_361,Product_SubType_361-1
MAT001548,Product_Type_385,Product_SubType_385-1
MAT001549,Product_Type_50,Product_SubType_50-3
MAT001550,Product_Type_1316,Product_SubType_1316-1
MAT001551,Product_Type_611,Product_SubType_611-5
MAT001552,Product_Type_1114,Product_SubType_1114-3
MAT001553,Product_Type_343,Product_SubType_343-1
MAT001554,Product_Type_165,Product_SubType_165-1
MAT001555,Product_Type_296,Product_SubType_296-2
MAT001556,Product_Type_622,Product_SubType_622-1
MAT001557,Product_Type_1089,Product_SubType_1089-2
MAT001558,Product_Type_667,Product_SubType_667-2
MAT001559,Product_Type_1109,Product_SubType_1109-2
MAT001560,Product_Type_359,Product_SubType_359-1
MAT001561,Product_Type_627,Product_SubType_627-2
MAT001562,Product_Type_640,Product_SubType_640-5
MAT001563,Product_Type_543,Product_SubType_543-3
MAT001564,Product_Type_1135,Product_SubType_1135-2
MAT001565,Product_Type_1458,Product_SubType_1458-2
MAT001566,Product_Type_658,Product_SubType_658-8
MAT001567,Product_Type_1077,Product_SubType_1077-4
MAT001568,Product_Type_930,Product_SubType_930-1
MAT001569,Product_Type_1413,Product_SubType_1413-1
MAT001570,Product_Type_978,Product_SubType_978-4
MAT001571,Product_Type_1415,Product_SubType_1415-8
MAT001572,Product_Type_903,Product_SubType_903-3
MAT001573,Product_Type_1413,Product_SubType_1413-2
MAT001574,Product_Type_734,Product_SubType_734-2
MAT001575,Product_Type_903,Product_SubType_903-4
MAT001576,Product_Type_728,Product_SubType_728-2
MAT001577,Product_Type_812,Product_SubType_812-5
MAT001578,Product_Type_647,Product_SubType_647-3
MAT001579,Product_Type_782,Product_SubType_782-1
MAT001580,Product_Type_537,Product_SubType_537-3
MAT001581,Product_Type_1203,Product_SubType_1203-1
MAT001582,Product_Type_1241,Product_SubType_1241-1
MAT001583,Product_Type_867,Product_SubType_867-1
MAT001584,Product_Type_615,Product_SubType_615-6
MAT001585,Product_Type_887,Product_SubType_887-2
MAT001586,Product_Type_1304,Product_SubType_1304-2
MAT001587,Product_Type_1090,Product_SubType_1090-1
MAT001588,Product_Type_178,Product_SubType_178-2
MAT001589,Product_Type_232,Product_SubType_232-6
MAT001590,Product_Type_542,Product_SubType_542-3
MAT001591,Product_Type_900,Product_SubType_900-4
MAT001592,Product_Type_390,Product_SubType_390-4
MAT001593,Product_Type_1136,Product_SubType_1136-1
MAT001594,Product_Type_288,Product_SubType_288-3
MAT001595,Product_Type_308,Product_SubType_308-6
MAT001596,Product_Type_783,Product_SubType_783-1
MAT001597,Product_Type_38,Product_SubType_38-2
MAT001598,Product_Type_587,Product_SubType_587-3
MAT001599,Product_Type_1222,Product_SubType_1222-3
MAT001600,Product_Type_16,Product_SubType_16-2
MAT001601,Product_Type_68,Product_SubType_68-3
MAT001602,Product_Type_70,Product_SubType_70-2
MAT001603,Product_Type_415,Product_SubType_415-4
MAT001604,Product_Type_447,Product_SubType_447-1
MAT001605,Product_Type_21,Product_SubType_21-1
MAT001606,Product_Type_868,Product_SubType_868-2
MAT001607,Product_Type_119,Product_SubType_119-1
MAT001608,Product_Type_750,Product_SubType_750-2
MAT001609,Product_Type_1450,Product_SubType_1450-1
MAT001610,Product_Type_1063,Product_SubType_1063-3
MAT001611,Product_Type_1170,Product_SubType_1170-3
MAT001612,Product_Type_484,Product_SubType_484-1
MAT001613,Product_Type_1126,Product_SubType_1126-1
MAT001614,Product_Type_274,Product_SubType_274-1
MAT001615,Product_Type_540,Product_SubType_540-1
MAT001616,Product_Type_681,Product_SubType_681-4
MAT001617,Product_Type_1405,Product_SubType_1405-4
MAT001618,Product_Type_209,Product_SubType_209-3
MAT001619,Product_Type_98,Product_SubType_98-3
MAT001620,Product_Type_809,Product_SubType_809-1
MAT001621,Product_Type_998,Product_SubType_998-1
MAT001622,Product_Type_321,Product_SubType_321-3
MAT001623,Product_Type_12,Product_SubType_12-2
MAT001624,Product_Type_1160,Product_SubType_1160-4
MAT001625,Product_Type_440,Product_SubType_440-5
MAT001626,Product_Type_933,Product_SubType_933-5
MAT001627,Product_Type_328,Product_SubType_328-1
MAT001628,Product_Type_463,Product_SubType_463-1
MAT001629,Product_Type_1061,Product_SubType_1061-4
MAT001630,Product_Type_1424,Product_SubType_1424-4
MAT001631,Product_Type_1438,Product_SubType_1438-1
MAT001632,Product_Type_881,Product_SubType_881-7
MAT001633,Product_Type_1172,Product_SubType_1172-2
MAT001634,Product_Type_249,Product_SubType_249-5
MAT001635,Product_Type_169,Product_SubType_169-1
MAT001636,Product_Type_1400,Product_SubType_1400-4
MAT001637,Product_Type_1249,Product_SubType_1249-1
MAT001638,Product_Type_197,Product_SubType_197-5
MAT001639,Product_Type_295,Product_SubType_295-1
MAT001640,Product_Type_787,Product_SubType_787-1
MAT001641,Product_Type_1410,Product_SubType_1410-2
MAT001642,Product_Type_1379,Product_SubType_1379-2
MAT001643,Product_Type_296,Product_SubType_296-1
MAT001644,Product_Type_356,Product_SubType_356-3
MAT001645,Product_Type_1037,Product_SubType_1037-1
MAT001646,Product_Type_1382,Product_SubType_1382-8
MAT001647,Product_Type_684,Product_SubType_684-3
MAT001648,Product_Type_448,Product_SubType_448-1
MAT001649,Product_Type_135,Product_SubType_135-3
MAT001650,Product_Type_748,Product_SubType_748-3
MAT001651,Product_Type_904,Product_SubType_904-3
MAT001652,Product_Type_1335,Product_SubType_1335-3
MAT001653,Product_Type_778,Product_SubType_778-2
MAT001654,Product_Type_766,Product_SubType_766-3
MAT001655,Product_Type_98,Product_SubType_98-5
MAT001656,Product_Type_111,Product_SubType_111-4
MAT001657,Product_Type_266,Product_SubType_266-4
MAT001658,Product_Type_766,Product_SubType_766-2
MAT001659,Product_Type_834,Product_SubType_834-3
MAT001660,Product_Type_972,Product_SubType_972-6
MAT001661,Product_Type_1462,Product_SubType_1462-2
MAT001662,Product_Type_920,Product_SubType_920-1
MAT001663,Product_Type_220,Product_SubType_220-3
MAT001664,Product_Type_193,Product_SubType_193-1
MAT001665,Product_Type_767,Product_SubType_767-3
MAT001666,Product_Type_1301,Product_SubType_1301-6
MAT001667,Product_Type_886,Product_SubType_886-2
MAT001668,Product_Type_594,Product_SubType_594-3
MAT001669,Product_Type_663,Product_SubType_663-4
MAT001670,Product_Type_231,Product_SubType_231-4
MAT001671,Product_Type_805,Product_SubType_805-6
MAT001672,Product_Type_1077,Product_SubType_1077-7
MAT001673,Product_Type_353,Product_SubType_353-1
MAT001674,Product_Type_122,Product_SubType_122-6
MAT001675,Product_Type_882,Product_SubType_882-3
MAT001676,Product_Type_403,Product_SubType_403-2
MAT001677,Product_Type_196,Product_SubType_196-3
MAT001678,Product_Type_1453,Product_SubType_1453-1
MAT001679,Product_Type_1213,Product_SubType_1213-1
MAT001680,Product_Type_453,Product_SubType_453-2
MAT001681,Product_Type_151,Product_SubType_151-4
MAT001682,Product_Type_625,Product_SubType_625-4
MAT001683,Product_Type_294,Product_SubType_294-2
MAT001684,Product_Type_318,Product_SubType_318-3
MAT001685,Product_Type_321,Product_SubType_321-2
MAT001686,Product_Type_366,Product_SubType_366-2
MAT001687,Product_Type_1022,Product_SubType_1022-4
MAT001688,Product_Type_492,Product_SubType_492-5
MAT001689,Product_Type_453,Product_SubType_453-3
MAT001690,Product_Type_1002,Product_SubType_1002-1
MAT001691,Product_Type_870,Product_SubType_870-2
MAT001692,Product_Type_899,Product_SubType_899-4
MAT001693,Product_Type_530,Product_SubType_530-3
MAT001694,Product_Type_629,Product_SubType_629-3
MAT001695,Product_Type_1489,Product_SubType_1489-1
MAT001696,Product_Type_659,Product_SubType_659-3
MAT001697,Product_Type_1034,Product_SubType_1034-7
MAT001698,Product_Type_190,Product_SubType_190-2
MAT001699,Product_Type_287,Product_SubType_287-3
MAT001700,Product_Type_104,Product_SubType_104-6
MAT001701,Product_Type_906,Product_SubType_906-4
MAT001702,Product_Type_80,Product_SubType_80-5
MAT001703,Product_Type_997,Product_SubType_997-2
MAT001704,Product_Type_820,Product_SubType_820-4
MAT001705,Product_Type_131,Product_SubType_131-2
MAT001706,Product_Type_611,Product_SubType_611-3
MAT001707,Product_Type_61,Product_SubType_61-2
MAT001708,Product_Type_122,Product_SubType_122-8
MAT001709,Product_Type_1225,Product_SubType_1225-1
MAT001710,Product_Type_62,Product_SubType_62-4
MAT001711,Product_Type_1397,Product_SubType_1397-4
MAT001712,Product_Type_1246,Product_SubType_1246-4
MAT001713,Product_Type_592,Product_SubType_592-3
MAT001714,Product_Type_1154,Product_SubType_1154-1
MAT001715,Product_Type_521,Product_SubType_521-1
MAT001716,Product_Type_454,Product_SubType_454-3
MAT001717,Product_Type_30,Product_SubType_30-4
MAT001718,Product_Type_351,Product_SubType_351-2
MAT001719,Product_Type_932,Product_SubType_932-5
MAT001720,Product_Type_1090,Product_SubType_1090-1
MAT001721,Product_Type_653,Product_SubType_653-3
MAT001722,Product_Type_1036,Product_SubType_1036-2
MAT001723,Product_Type_189,Product_SubType_189-2
MAT001724,Product_Type_939,Product_SubType_939-3
MAT001725,Product_Type_719,Product_SubType_719-2
MAT001726,Product_Type_350,Product_SubType_350-1
MAT001727,Product_Type_1479,Product_SubType_1479-4
MAT001728,Product_Type_987,Product_SubType_987-2
MAT001729,Product_Type_541,Product_SubType_541-4
MAT001730,Product_Type_1228,Product_SubType_1228-8
MAT001731,Product_Type_1436,Product_SubType_1436-3
MAT001732,Product_Type_1030,Product_SubType_1030-1
MAT001733,Product_Type_396,Product_SubType_396-1
MAT001734,Product_Type_15,Product_SubType_15-5
MAT001735,Product_Type_846,Product_SubType_846-3
MAT001736,Product_Type_512,Product_SubType_512-1
MAT001737,Product_Type_294,Product_SubType_294-2
MAT001738,Product_Type_768,Product_SubType_768-3
MAT001739,Product_Type_1137,Product_SubType_1137-3
MAT001740,Product_Type_720,Product_SubType_720-2
MAT001741,Product_Type_472,Product_SubType_472-3
MAT001742,Product_Type_1025,Product_SubType_1025-2
MAT001743,Product_Type_1021,Product_SubType_1021-1
MAT001744,Product_Type_640,Product_SubType_640-3
MAT001745,Product_Type_283,Product_SubType_283-2
MAT001746,Product_Type_276,Product_SubType_276-6
MAT001747,Product_Type_292,Product_SubType_292-1
MAT001748,Product_Type_485,Product_SubType_485-2
MAT001749,Product_Type_678,Product_SubType_678-2
MAT001750,Product_Type_1151,Product_SubType_1151-6
MAT001751,Product_Type_377,Product_SubType_377-2
MAT001752,Product_Type_1046,Product_SubType_1046-2
MAT001753,Product_Type_527,Product_SubType_527-5
MAT001754,Product_Type_12,Product_SubType_12-6
MAT001755,Product_Type_863,Product_SubType_863-1
MAT001756,Product_Type_921,Product_SubType_921-1
MAT001757,Product_Type_1023,Product_SubType_1023-6
MAT001758,Product_Type_1176,Product_SubType_1176-1
MAT001759,Product_Type_61,Product_SubType_61-2
MAT001760,Product_Type_1382,Product_SubType_1382-6
MAT001761,Product_Type_1421,Product_SubType_1421-6
MAT001762,Product_Type_899,Product_SubType_899-2
MAT001763,Product_Type_1073,Product_SubType_1073-2
MAT001764,Product_Type_159,Product_SubType_159-1
MAT001765,Product_Type_1046,Product_SubType_1046-2
MAT001766,Product_Type_1058,Product_SubType_1058-3
MAT001767,Product_Type_253,Product_SubType_253-2
