plant,plant_types,sourcing_vendor,material,brand,sub_brand,product_type,product_subtype,window_tag,customer,ship_to_customer,key_account,key_account_grouper,country
Plant_160,Plant_Type_2,Vendor_393,MAT000544,Brand_7663,Sub_Brand_89,Product_Type_1288,Product_SubType_1288-1,WindowQ4,Customer_1239,ShipToCustomer_449,Key_Account_36,Region_41,Country_4
Plant_441,Plant_Type_2,Vendor_117,MAT002843,Brand_56,Sub_Brand_142,Product_Type_1236,Product_SubType_1236-1,Null,Customer_6481,ShipToCustomer_378,Key_Account_49,Region_12,Country_13
Plant_438,Plant_Type_4,Vendor_153,MAT001951,Brand_5566,Sub_Brand_21,Product_Type_381,Product_SubType_381-2,Null,Customer_4461,ShipToCustomer_239,Key_Account_82,Region_2,Country_5
Plant_643,Plant_Type_4,Vendor_563,MAT000248,Brand_6967,Sub_Brand_114,Product_Type_963,Product_SubType_963-1,WindowQ2,Customer_1733,ShipToCustomer_346,Key_Account_5,Region_19,Country_5
Plant_537,Plant_Type_2,Vendor_686,MAT001740,Brand_1308,Sub_Brand_115,Product_Type_720,Product_SubType_720-2,WindowQ1,Customer_4721,ShipToCustomer_943,Key_Account_185,Region_8,Country_9
Plant_415,Plant_Type_1,Vendor_55,MAT001105,Brand_111,Sub_Brand_102,Product_Type_403,Product_SubType_403-2,WindowQ1,Customer_6551,ShipToCustomer_9,Key_Account_281,Region_36,Country_10
Plant_615,Plant_Type_3,Vendor_466,MAT002660,Brand_7380,Sub_Brand_13,Product_Type_1107,Product_SubType_1107-5,WindowQ2,Customer_219,ShipToCustomer_249,Key_Account_24,Region_31,Country_15
Plant_546,Plant_Type_4,Vendor_112,MAT000243,Brand_1429,Sub_Brand_7,Product_Type_1266,Product_SubType_1266-2,WindowQ4,Customer_1824,ShipToCustomer_529,Key_Account_152,Region_9,Country_14
Plant_327,Plant_Type_1,Vendor_848,MAT002501,Brand_5201,Sub_Brand_28,Product_Type_1229,Product_SubType_1229-4,WindowQ3,Customer_6720,ShipToCustomer_636,Key_Account_52,Region_24,Country_6
Plant_295,Plant_Type_1,Vendor_487,MAT000999,Brand_599,Sub_Brand_81,Product_Type_702,Product_SubType_702-2,WindowQ1,Customer_4328,ShipToCustomer_851,Key_Account_13,Region_40,Country_8
Plant_461,Plant_Type_3,Vendor_578,MAT000009,Brand_5595,Sub_Brand_33,Product_Type_351,Product_SubType_351-4,WindowQ3,Customer_4264,ShipToCustomer_145,Key_Account_172,Region_43,Country_10
Plant_204,Plant_Type_3,Vendor_738,MAT002244,Brand_788,Sub_Brand_147,Product_Type_920,Product_SubType_920-1,WindowQ4,Customer_1184,ShipToCustomer_895,Key_Account_364,Region_1,Country_3
Plant_280,Plant_Type_1,Vendor_578,MAT002384,Brand_6784,Sub_Brand_4,Product_Type_677,Product_SubType_677-3,WindowQ1,Customer_219,ShipToCustomer_249,Key_Account_24,Region_31,Country_15
Plant_624,Plant_Type_2,Vendor_259,MAT001108,Brand_386,Sub_Brand_105,Product_Type_107,Product_SubType_107-3,WindowQ2,Customer_3437,ShipToCustomer_975,Key_Account_91,Region_33,Country_14
Plant_773,Plant_Type_4,Vendor_669,MAT001431,Brand_7308,Sub_Brand_68,Product_Type_128,Product_SubType_128-5,Null,Customer_306,ShipToCustomer_971,Key_Account_138,Region_2,Country_12
Plant_38,Plant_Type_3,Vendor_762,MAT002274,Brand_4103,Sub_Brand_45,Product_Type_716,Product_SubType_716-4,WindowQ1,Customer_6684,ShipToCustomer_763,Key_Account_235,Region_20,Country_6
Plant_260,Plant_Type_4,Vendor_718,MAT001848,Brand_1529,Sub_Brand_51,Product_Type_125,Product_SubType_125-2,WindowQ1,Customer_2310,ShipToCustomer_324,Key_Account_164,Region_16,Country_5
Plant_185,Plant_Type_1,Vendor_873,MAT001454,Brand_251,Sub_Brand_89,Product_Type_266,Product_SubType_266-3,Null,Customer_1675,ShipToCustomer_576,Key_Account_317,Region_39,Country_3
Plant_647,Plant_Type_3,Vendor_624,MAT002189,Brand_2605,Sub_Brand_109,Product_Type_21,Product_SubType_21-4,WindowQ3,Customer_1722,ShipToCustomer_351,Key_Account_335,Region_29,Country_15
Plant_163,Plant_Type_3,Vendor_148,MAT002600,Brand_5086,Sub_Brand_148,Product_Type_851,Product_SubType_851-4,WindowQ2,Customer_42,ShipToCustomer_32,Key_Account_237,Region_29,Country_4
Plant_181,Plant_Type_1,Vendor_259,MAT000981,Brand_4673,Sub_Brand_88,Product_Type_845,Product_SubType_845-3,Null,Customer_6238,ShipToCustomer_541,Key_Account_265,Region_22,Country_10
Plant_63,Plant_Type_1,Vendor_890,MAT002857,Brand_7519,Sub_Brand_15,Product_Type_736,Product_SubType_736-5,WindowQ3,Customer_7949,ShipToCustomer_468,Key_Account_279,Region_18,Country_7
Plant_645,Plant_Type_3,Vendor_481,MAT001638,Brand_1361,Sub_Brand_57,Product_Type_197,Product_SubType_197-5,Null,Customer_5689,ShipToCustomer_163,Key_Account_225,Region_49,Country_11
Plant_748,Plant_Type_2,Vendor_625,MAT002801,Brand_7415,Sub_Brand_53,Product_Type_800,Product_SubType_800-2,WindowQ3,Customer_7756,ShipToCustomer_159,Key_Account_85,Region_49,Country_2
Plant_614,Plant_Type_1,Vendor_112,MAT001606,Brand_7125,Sub_Brand_109,Product_Type_868,Product_SubType_868-2,Null,Customer_2089,ShipToCustomer_577,Key_Account_143,WorldWide,Country_1
Plant_273,Plant_Type_2,Vendor_518,MAT000736,Brand_3579,Sub_Brand_133,Product_Type_1454,Product_SubType_1454-1,Null,Customer_2356,ShipToCustomer_202,Key_Account_384,Region_49,Country_4
Plant_605,Plant_Type_1,Vendor_420,MAT001862,Brand_6870,Sub_Brand_98,Product_Type_1228,Product_SubType_1228-3,WindowQ4,Customer_5153,ShipToCustomer_816,Key_Account_35,Region_27,Country_8
Plant_332,Plant_Type_1,Vendor_345,MAT000823,Brand_7903,Sub_Brand_115,Product_Type_1168,Product_SubType_1168-1,WindowQ3,Customer_2866,ShipToCustomer_590,Key_Account_26,Region_31,Country_1
Plant_116,Plant_Type_3,Vendor_957,MAT001402,Brand_5732,Sub_Brand_82,Product_Type_827,Product_SubType_827-2,WindowQ1,Customer_1995,ShipToCustomer_880,Key_Account_105,Region_32,Country_1
Plant_794,Plant_Type_3,Vendor_474,MAT000645,Brand_3924,Sub_Brand_37,Product_Type_641,Product_SubType_641-4,WindowQ1,Customer_6621,ShipToCustomer_619,Key_Account_335,Region_29,Country_3
Plant_177,Plant_Type_2,Vendor_23,MAT001510,Brand_3862,Sub_Brand_15,Product_Type_493,Product_SubType_493-4,Null,Customer_3160,ShipToCustomer_462,Key_Account_132,Region_24,Country_9
Plant_252,Plant_Type_1,Vendor_46,MAT001033,Brand_4383,Sub_Brand_87,Product_Type_1485,Product_SubType_1485-1,WindowQ1,Customer_7353,ShipToCustomer_224,Key_Account_342,WorldWide,Country_13
Plant_193,Plant_Type_2,Vendor_996,MAT000278,Brand_1240,Sub_Brand_3,Product_Type_1390,Product_SubType_1390-2,WindowQ3,Customer_2866,ShipToCustomer_590,Key_Account_26,Region_31,Country_1
Plant_204,Plant_Type_3,Vendor_19,MAT002002,Brand_1578,Sub_Brand_149,Product_Type_1160,Product_SubType_1160-4,WindowQ3,Customer_4010,ShipToCustomer_334,Key_Account_190,Region_22,Country_12
Plant_166,Plant_Type_1,Vendor_166,MAT000439,Brand_7033,Sub_Brand_9,Product_Type_574,Product_SubType_574-1,Null,Customer_7514,ShipToCustomer_742,Key_Account_70,Region_15,Country_6
Plant_589,Plant_Type_1,Vendor_496,MAT002671,Brand_807,Sub_Brand_103,Product_Type_1245,Product_SubType_1245-3,WindowQ1,Customer_7306,ShipToCustomer_305,Key_Account_35,Region_27,Country_12
Plant_789,Plant_Type_3,Vendor_165,MAT002566,Brand_2280,Sub_Brand_75,Product_Type_728,Product_SubType_728-4,Null,Customer_2391,ShipToCustomer_330,Key_Account_59,Region_42,Country_3
Plant_209,Plant_Type_4,Vendor_197,MAT002624,Brand_7714,Sub_Brand_122,Product_Type_1023,Product_SubType_1023-1,WindowQ1,Customer_4330,ShipToCustomer_21,Key_Account_371,Region_22,Country_7
Plant_776,Plant_Type_1,Vendor_165,MAT002654,Brand_1072,Sub_Brand_118,Product_Type_922,Product_SubType_922-1,Null,Customer_7942,ShipToCustomer_50,Key_Account_237,Region_29,Country_9
Plant_571,Plant_Type_3,Vendor_117,MAT001964,Brand_6666,Sub_Brand_116,Product_Type_236,Product_SubType_236-1,WindowQ4,Customer_921,ShipToCustomer_831,Key_Account_376,Region_8,Country_2
Plant_329,Plant_Type_1,Vendor_777,MAT001965,Brand_765,Sub_Brand_4,Product_Type_24,Product_SubType_24-4,Null,Customer_5904,ShipToCustomer_835,Key_Account_17,Region_27,Country_3
Plant_575,Plant_Type_3,Vendor_914,MAT002535,Brand_3720,Sub_Brand_122,Product_Type_60,Product_SubType_60-1,Null,Customer_6750,ShipToCustomer_609,Key_Account_7,Region_5,Country_15
Plant_213,Plant_Type_2,Vendor_759,MAT000483,Brand_1953,Sub_Brand_31,Product_Type_288,Product_SubType_288-5,WindowQ2,Customer_2726,ShipToCustomer_786,Key_Account_370,Region_34,Country_7
Plant_676,Plant_Type_3,Vendor_214,MAT001737,Brand_4384,Sub_Brand_110,Product_Type_294,Product_SubType_294-2,WindowQ4,Customer_4539,ShipToCustomer_471,Key_Account_30,Region_45,Country_15
Plant_630,Plant_Type_4,Vendor_490,MAT001788,Brand_6779,Sub_Brand_124,Product_Type_1024,Product_SubType_1024-5,WindowQ3,Customer_6023,ShipToCustomer_570,Key_Account_243,Region_12,Country_11
Plant_700,Plant_Type_2,Vendor_707,MAT000011,Brand_6809,Sub_Brand_120,Product_Type_767,Product_SubType_767-3,Null,Customer_1469,ShipToCustomer_85,Key_Account_34,Special,Country_1
Plant_311,Plant_Type_2,Vendor_373,MAT001420,Brand_888,Sub_Brand_83,Product_Type_1436,Product_SubType_1436-3,WindowQ4,Customer_7644,ShipToCustomer_338,Key_Account_290,Region_22,Country_9
Plant_82,Plant_Type_3,Vendor_857,MAT000135,Brand_4556,Sub_Brand_5,Product_Type_973,Product_SubType_973-3,WindowQ1,Customer_5988,ShipToCustomer_397,Key_Account_47,Region_37,Country_15
Plant_523,Plant_Type_2,Vendor_105,MAT000368,Brand_4693,Sub_Brand_123,Product_Type_1314,Product_SubType_1314-2,Null,Customer_7395,ShipToCustomer_551,Key_Account_88,Region_35,Country_1
Plant_203,Plant_Type_3,Vendor_856,MAT001201,Brand_26,Sub_Brand_18,Product_Type_683,Product_SubType_683-1,WindowQ4,Customer_5516,ShipToCustomer_579,Key_Account_361,Region_4,Country_7
Plant_305,Plant_Type_3,Vendor_394,MAT000746,Brand_6525,Sub_Brand_145,Product_Type_220,Product_SubType_220-2,WindowQ1,Customer_6389,ShipToCustomer_252,Key_Account_141,Region_2,Country_11
Plant_226,Plant_Type_3,Vendor_775,MAT000003,Brand_3478,Sub_Brand_107,Product_Type_416,Product_SubType_416-4,WindowQ3,Customer_3270,ShipToCustomer_151,Key_Account_200,Region_44,Country_5
Plant_444,Plant_Type_4,Vendor_658,MAT000302,Brand_2604,Sub_Brand_114,Product_Type_677,Product_SubType_677-1,WindowQ2,Customer_1943,ShipToCustomer_969,Key_Account_375,WorldWide,Country_13
Plant_661,Plant_Type_2,Vendor_979,MAT000336,Brand_2793,Sub_Brand_131,Product_Type_1355,Product_SubType_1355-3,WindowQ2,Customer_6890,ShipToCustomer_694,Key_Account_186,Region_14,Country_12
Plant_19,Plant_Type_2,Vendor_388,MAT002773,Brand_4624,Sub_Brand_86,Product_Type_551,Product_SubType_551-5,WindowQ3,Customer_7571,ShipToCustomer_734,Key_Account_109,Region_40,Country_12
Plant_491,Plant_Type_3,Vendor_699,MAT001640,Brand_6012,Sub_Brand_131,Product_Type_787,Product_SubType_787-1,Null,Customer_3107,ShipToCustomer_382,Key_Account_88,Region_35,Country_14
Plant_255,Plant_Type_1,Vendor_931,MAT002009,Brand_4300,Sub_Brand_137,Product_Type_1273,Product_SubType_1273-3,WindowQ1,Customer_2135,ShipToCustomer_30,Key_Account_262,Region_13,Country_1
Plant_330,Plant_Type_3,Vendor_743,MAT002948,Brand_5567,Sub_Brand_2,Product_Type_350,Product_SubType_350-2,WindowQ3,Customer_4123,ShipToCustomer_807,Key_Account_114,Region_9,Country_14
Plant_51,Plant_Type_2,Vendor_631,MAT001042,Brand_7564,Sub_Brand_122,Product_Type_1060,Product_SubType_1060-3,Null,Customer_5796,ShipToCustomer_640,Key_Account_101,Region_45,Country_11
Plant_154,Plant_Type_1,Vendor_205,MAT000409,Brand_1954,Sub_Brand_135,Product_Type_42,Product_SubType_42-3,WindowQ2,Customer_4858,ShipToCustomer_800,Key_Account_217,Region_6,Country_8
Plant_714,Plant_Type_2,Vendor_544,MAT001052,Brand_2108,Sub_Brand_143,Product_Type_588,Product_SubType_588-1,WindowQ3,Customer_97,ShipToCustomer_830,Key_Account_364,Region_1,Country_2
Plant_191,Plant_Type_3,Vendor_593,MAT001200,Brand_6098,Sub_Brand_17,Product_Type_659,Product_SubType_659-1,Null,Customer_2888,ShipToCustomer_853,Key_Account_12,Region_5,Country_1
Plant_775,Plant_Type_3,Vendor_697,MAT001380,Brand_1883,Sub_Brand_5,Product_Type_1488,Product_SubType_1488-2,Null,Customer_3892,ShipToCustomer_279,Key_Account_210,Region_42,Country_2
Plant_45,Plant_Type_1,Vendor_165,MAT002990,Brand_7522,Sub_Brand_140,Product_Type_299,Product_SubType_299-5,WindowQ2,Customer_3649,ShipToCustomer_567,Key_Account_147,Region_44,Country_12
Plant_549,Plant_Type_2,Vendor_647,MAT002427,Brand_7202,Sub_Brand_87,Product_Type_959,Product_SubType_959-6,Null,Customer_3295,ShipToCustomer_65,Key_Account_166,Region_16,Country_13
Plant_68,Plant_Type_2,Vendor_28,MAT000988,Brand_2369,Sub_Brand_82,Product_Type_1412,Product_SubType_1412-3,WindowQ3,Customer_5559,ShipToCustomer_411,Key_Account_245,Region_17,Country_1
Plant_202,Plant_Type_2,Vendor_234,MAT000518,Brand_5953,Sub_Brand_135,Product_Type_1061,Product_SubType_1061-5,Null,Customer_1118,ShipToCustomer_955,Key_Account_397,Region_36,Country_3
Plant_624,Plant_Type_2,Vendor_743,MAT001186,Brand_5452,Sub_Brand_52,Product_Type_1232,Product_SubType_1232-3,Null,Customer_7538,ShipToCustomer_25,Key_Account_202,Region_27,Country_8
Plant_536,Plant_Type_2,Vendor_70,MAT001712,Brand_2039,Sub_Brand_130,Product_Type_1246,Product_SubType_1246-4,WindowQ4,Customer_5467,ShipToCustomer_937,Key_Account_329,Region_26,Country_7
Plant_511,Plant_Type_4,Vendor_117,MAT002124,Brand_4997,Sub_Brand_78,Product_Type_1247,Product_SubType_1247-4,WindowQ2,Customer_5714,ShipToCustomer_287,Key_Account_131,Region_15,Country_10
Plant_373,Plant_Type_3,Vendor_557,MAT000655,Brand_2514,Sub_Brand_69,Product_Type_621,Product_SubType_621-1,WindowQ3,Customer_5966,ShipToCustomer_406,Key_Account_31,Region_44,Country_8
Plant_474,Plant_Type_1,Vendor_347,MAT002270,Brand_2470,Sub_Brand_149,Product_Type_1446,Product_SubType_1446-2,WindowQ1,Customer_2538,ShipToCustomer_273,Key_Account_197,Region_37,Country_3
Plant_60,Plant_Type_4,Vendor_302,MAT001326,Brand_3265,Sub_Brand_45,Product_Type_929,Product_SubType_929-1,WindowQ1,Customer_3494,ShipToCustomer_986,Key_Account_38,Region_8,Country_8
Plant_473,Plant_Type_1,Vendor_992,MAT002215,Brand_2392,Sub_Brand_93,Product_Type_1392,Product_SubType_1392-3,WindowQ3,Customer_6877,ShipToCustomer_469,Key_Account_75,Region_26,Country_2
Plant_769,Plant_Type_1,Vendor_311,MAT001612,Brand_4887,Sub_Brand_104,Product_Type_484,Product_SubType_484-1,Null,Customer_1468,ShipToCustomer_526,Key_Account_214,Region_4,Country_10
Plant_655,Plant_Type_2,Vendor_255,MAT001643,Brand_3785,Sub_Brand_109,Product_Type_296,Product_SubType_296-1,WindowQ3,Customer_6111,ShipToCustomer_589,Key_Account_227,Region_37,Country_14
Plant_35,Plant_Type_1,Vendor_376,MAT001833,Brand_4850,Sub_Brand_66,Product_Type_644,Product_SubType_644-2,WindowQ3,Customer_7085,ShipToCustomer_987,Key_Account_141,Region_2,Country_1
Plant_266,Plant_Type_1,Vendor_853,MAT002228,Brand_5354,Sub_Brand_62,Product_Type_135,Product_SubType_135-3,WindowQ4,Customer_6389,ShipToCustomer_252,Key_Account_141,Region_2,Country_11
Plant_38,Plant_Type_3,Vendor_99,MAT001682,Brand_2893,Sub_Brand_120,Product_Type_625,Product_SubType_625-4,Null,Customer_2359,ShipToCustomer_839,Key_Account_74,Region_13,Country_1
Plant_779,Plant_Type_2,Vendor_796,MAT002890,Brand_5670,Sub_Brand_9,Product_Type_1093,Product_SubType_1093-1,WindowQ4,Customer_7722,ShipToCustomer_56,Key_Account_189,Region_42,Country_1
Plant_746,Plant_Type_3,Vendor_46,MAT000704,Brand_3136,Sub_Brand_54,Product_Type_1304,Product_SubType_1304-1,WindowQ3,Customer_3044,ShipToCustomer_396,Key_Account_121,Region_32,Country_13
Plant_570,Plant_Type_2,Vendor_540,MAT002962,Brand_6097,Sub_Brand_91,Product_Type_13,Product_SubType_13-3,Null,Customer_5813,ShipToCustomer_960,Key_Account_363,Region_2,Country_5
Plant_280,Plant_Type_1,Vendor_761,MAT000090,Brand_1398,Sub_Brand_42,Product_Type_1365,Product_SubType_1365-3,Null,Customer_3336,ShipToCustomer_950,Key_Account_132,Region_24,Country_9
Plant_45,Plant_Type_1,Vendor_640,MAT001797,Brand_7777,Sub_Brand_144,Product_Type_430,Product_SubType_430-4,WindowQ3,Customer_3183,ShipToCustomer_739,Key_Account_345,Region_29,Country_11
Plant_101,Plant_Type_3,Vendor_491,MAT002984,Brand_6355,Sub_Brand_8,Product_Type_883,Product_SubType_883-4,WindowQ3,Customer_7323,ShipToCustomer_385,Key_Account_87,Region_50,Country_5
Plant_272,Plant_Type_4,Vendor_840,MAT001863,Brand_87,Sub_Brand_122,Product_Type_829,Product_SubType_829-2,Null,Customer_1415,ShipToCustomer_588,Key_Account_365,Region_21,Country_11
Plant_409,Plant_Type_2,Vendor_271,MAT002477,Brand_5868,Sub_Brand_46,Product_Type_221,Product_SubType_221-3,WindowQ4,Customer_1810,ShipToCustomer_716,Key_Account_16,Region_6,Country_7
Plant_319,Plant_Type_3,Vendor_385,MAT002118,Brand_6810,Sub_Brand_40,Product_Type_785,Product_SubType_785-2,WindowQ1,Customer_1837,ShipToCustomer_887,Key_Account_84,Region_40,Country_7
Plant_156,Plant_Type_4,Vendor_599,MAT002669,Brand_1395,Sub_Brand_71,Product_Type_1340,Product_SubType_1340-1,WindowQ3,Customer_5697,ShipToCustomer_147,Key_Account_100,Region_6,Country_2
Plant_674,Plant_Type_4,Vendor_642,MAT000053,Brand_4761,Sub_Brand_13,Product_Type_492,Product_SubType_492-1,Null,Customer_1194,ShipToCustomer_246,Key_Account_198,Region_27,Country_13
Plant_56,Plant_Type_1,Vendor_349,MAT002142,Brand_6507,Sub_Brand_3,Product_Type_390,Product_SubType_390-5,WindowQ1,Customer_3230,ShipToCustomer_45,Key_Account_357,Region_13,Country_9
Plant_765,Plant_Type_3,Vendor_152,MAT002333,Brand_4011,Sub_Brand_46,Product_Type_27,Product_SubType_27-2,WindowQ1,Customer_2723,ShipToCustomer_996,Key_Account_308,Region_23,Country_1
Plant_330,Plant_Type_3,Vendor_195,MAT000210,Brand_6194,Sub_Brand_107,Product_Type_541,Product_SubType_541-1,WindowQ1,Customer_6434,ShipToCustomer_909,Key_Account_383,Region_2,Country_1
Plant_609,Plant_Type_1,Vendor_612,MAT002658,Brand_5958,Sub_Brand_92,Product_Type_184,Product_SubType_184-1,WindowQ2,Customer_6369,ShipToCustomer_448,Key_Account_248,Region_13,Country_3
Plant_445,Plant_Type_1,Vendor_512,MAT001298,Brand_4625,Sub_Brand_138,Product_Type_359,Product_SubType_359-2,WindowQ3,Customer_5061,ShipToCustomer_425,Key_Account_377,Region_20,Country_2
Plant_167,Plant_Type_3,Vendor_148,MAT002608,Brand_4036,Sub_Brand_143,Product_Type_1063,Product_SubType_1063-4,WindowQ4,Customer_564,ShipToCustomer_608,Key_Account_204,Region_15,Country_1
Plant_16,Plant_Type_3,Vendor_859,MAT000132,Brand_484,Sub_Brand_144,Product_Type_171,Product_SubType_171-2,Null,Customer_2911,ShipToCustomer_618,Key_Account_333,Region_24,Country_4
Plant_201,Plant_Type_4,Vendor_662,MAT000517,Brand_6904,Sub_Brand_10,Product_Type_1447,Product_SubType_1447-2,WindowQ4,Customer_2838,ShipToCustomer_274,Key_Account_154,Region_48,Country_14
Plant_441,Plant_Type_2,Vendor_467,MAT001173,Brand_1521,Sub_Brand_121,Product_Type_1045,Product_SubType_1045-6,Null,Customer_2173,ShipToCustomer_314,Key_Account_246,Region_30,Country_12
Plant_462,Plant_Type_3,Vendor_300,MAT002858,Brand_2470,Sub_Brand_118,Product_Type_1091,Product_SubType_1091-3,Null,Customer_6063,ShipToCustomer_115,Key_Account_102,Region_48,Country_3
Plant_90,Plant_Type_3,Vendor_808,MAT002520,Brand_5892,Sub_Brand_149,Product_Type_317,Product_SubType_317-3,Null,Customer_1005,ShipToCustomer_28,Key_Account_268,Region_25,Country_12
Plant_146,Plant_Type_4,Vendor_221,MAT001908,Brand_2557,Sub_Brand_10,Product_Type_427,Product_SubType_427-1,WindowQ3,Customer_7949,ShipToCustomer_468,Key_Account_279,Region_18,Country_7
Plant_455,Plant_Type_2,Vendor_23,MAT000669,Brand_2742,Sub_Brand_92,Product_Type_48,Product_SubType_48-2,WindowQ2,Customer_466,ShipToCustomer_227,Key_Account_63,Region_16,Country_10
Plant_462,Plant_Type_3,Vendor_741,MAT002837,Brand_7094,Sub_Brand_124,Product_Type_1101,Product_SubType_1101-1,WindowQ1,Customer_4090,ShipToCustomer_66,Key_Account_187,Region_50,Country_9
Plant_173,Plant_Type_2,Vendor_693,MAT000782,Brand_1266,Sub_Brand_62,Product_Type_13,Product_SubType_13-1,WindowQ4,Customer_659,ShipToCustomer_506,Key_Account_164,Region_16,Country_8
Plant_351,Plant_Type_3,Vendor_335,MAT002810,Brand_5115,Sub_Brand_71,Product_Type_779,Product_SubType_779-2,WindowQ1,Customer_3458,ShipToCustomer_593,Key_Account_337,Region_40,Country_9
Plant_666,Plant_Type_3,Vendor_219,MAT001045,Brand_2504,Sub_Brand_107,Product_Type_179,Product_SubType_179-3,WindowQ3,Customer_1164,ShipToCustomer_234,Key_Account_21,Region_19,Country_6
Plant_712,Plant_Type_4,Vendor_573,MAT002272,Brand_6021,Sub_Brand_118,Product_Type_212,Product_SubType_212-2,WindowQ3,Customer_1320,ShipToCustomer_413,Key_Account_180,Region_21,Country_13
Plant_361,Plant_Type_4,Vendor_164,MAT000710,Brand_4549,Sub_Brand_136,Product_Type_1077,Product_SubType_1077-7,Null,Customer_3044,ShipToCustomer_396,Key_Account_121,Region_32,Country_13
Plant_775,Plant_Type_3,Vendor_94,MAT001476,Brand_2717,Sub_Brand_131,Product_Type_1314,Product_SubType_1314-1,WindowQ3,Customer_2507,ShipToCustomer_752,Key_Account_166,Region_16,Country_14
Plant_607,Plant_Type_3,Vendor_54,MAT002406,Brand_5152,Sub_Brand_76,Product_Type_199,Product_SubType_199-1,WindowQ2,Customer_2930,ShipToCustomer_325,Key_Account_278,Region_10,Country_5
Plant_590,Plant_Type_1,Vendor_926,MAT000788,Brand_6840,Sub_Brand_67,Product_Type_671,Product_SubType_671-5,Null,Customer_5713,ShipToCustomer_466,Key_Account_272,Region_32,Country_14
Plant_383,Plant_Type_2,Vendor_123,MAT000087,Brand_6193,Sub_Brand_19,Product_Type_70,Product_SubType_70-1,WindowQ3,Customer_3997,ShipToCustomer_843,Key_Account_223,Region_38,Country_2
Plant_73,Plant_Type_3,Vendor_775,MAT001235,Brand_2652,Sub_Brand_55,Product_Type_1145,Product_SubType_1145-3,Null,Customer_7245,ShipToCustomer_915,Key_Account_182,Region_20,Country_11
Plant_744,Plant_Type_2,Vendor_580,MAT002057,Brand_7443,Sub_Brand_27,Product_Type_9,Product_SubType_9-1,Null,Customer_4514,ShipToCustomer_655,Key_Account_142,Region_22,Country_9
Plant_769,Plant_Type_1,Vendor_140,MAT000754,Brand_855,Sub_Brand_130,Product_Type_889,Product_SubType_889-1,WindowQ1,Customer_5009,ShipToCustomer_419,Key_Account_88,Region_35,Country_15
Plant_260,Plant_Type_4,Vendor_478,MAT000815,Brand_4209,Sub_Brand_129,Product_Type_1039,Product_SubType_1039-3,Null,Customer_5225,ShipToCustomer_899,Key_Account_301,Region_13,Country_7
Plant_492,Plant_Type_1,Vendor_325,MAT002030,Brand_596,Sub_Brand_24,Product_Type_593,Product_SubType_593-1,WindowQ4,Customer_3258,ShipToCustomer_452,Key_Account_399,Region_45,Country_11
Plant_45,Plant_Type_1,Vendor_640,MAT001797,Brand_7777,Sub_Brand_144,Product_Type_430,Product_SubType_430-4,Null,Customer_7494,ShipToCustomer_77,Key_Account_244,Region_22,Country_9
Plant_629,Plant_Type_3,Vendor_509,MAT002983,Brand_4382,Sub_Brand_141,Product_Type_55,Product_SubType_55-2,WindowQ3,Customer_1551,ShipToCustomer_594,Key_Account_112,Region_36,Country_1
Plant_549,Plant_Type_2,Vendor_815,MAT002453,Brand_2423,Sub_Brand_54,Product_Type_388,Product_SubType_388-1,Null,Customer_4233,ShipToCustomer_121,Key_Account_279,Region_18,Country_1
Plant_389,Plant_Type_1,Vendor_517,MAT000450,Brand_6665,Sub_Brand_16,Product_Type_1420,Product_SubType_1420-1,WindowQ2,Customer_934,ShipToCustomer_811,Key_Account_305,Region_18,Country_10
Plant_251,Plant_Type_1,Vendor_316,MAT003000,Brand_222,Sub_Brand_98,Product_Type_79,Product_SubType_79-1,WindowQ2,Customer_6713,ShipToCustomer_900,Key_Account_333,Region_24,Country_8
Plant_443,Plant_Type_1,Vendor_290,MAT002125,Brand_1912,Sub_Brand_108,Product_Type_572,Product_SubType_572-7,WindowQ1,Customer_2803,ShipToCustomer_627,Key_Account_33,Region_16,Country_12
Plant_541,Plant_Type_3,Vendor_539,MAT002606,Brand_549,Sub_Brand_149,Product_Type_253,Product_SubType_253-2,WindowQ1,Customer_2807,ShipToCustomer_248,Key_Account_24,Region_31,Country_5
Plant_423,Plant_Type_4,Vendor_652,MAT000072,Brand_5612,Sub_Brand_125,Product_Type_85,Product_SubType_85-3,Null,Customer_1863,ShipToCustomer_689,Key_Account_32,Region_12,Country_9
Plant_82,Plant_Type_3,Vendor_857,MAT000135,Brand_4556,Sub_Brand_5,Product_Type_973,Product_SubType_973-3,Null,Customer_5988,ShipToCustomer_397,Key_Account_47,Region_37,Country_15
Plant_34,Plant_Type_4,Vendor_869,MAT002877,Brand_4155,Sub_Brand_60,Product_Type_201,Product_SubType_201-3,Null,Customer_7494,ShipToCustomer_77,Key_Account_244,Region_22,Country_9
Plant_150,Plant_Type_4,Vendor_984,MAT000308,Brand_5918,Sub_Brand_7,Product_Type_1382,Product_SubType_1382-7,WindowQ2,Customer_7316,ShipToCustomer_670,Key_Account_133,Region_32,Country_9
Plant_586,Plant_Type_2,Vendor_608,MAT000662,Brand_5092,Sub_Brand_95,Product_Type_736,Product_SubType_736-1,WindowQ3,Customer_6199,ShipToCustomer_605,Key_Account_161,Region_21,Country_14
Plant_338,Plant_Type_1,Vendor_649,MAT000170,Brand_1309,Sub_Brand_62,Product_Type_853,Product_SubType_853-1,WindowQ1,Customer_5579,ShipToCustomer_524,Key_Account_114,Region_9,Country_2
