SoldTo,Country,Ship to Customer
Customer_237,Country_2,ShipToCustomer_4474
Customer_237,Country_2,ShipToCustomer_4571
Customer_2370,Country_14,ShipToCustomer_1795
Customer_2370,Country_14,ShipToCustomer_2775
Customer_2370,Country_14,ShipToCustomer_8472
Customer_2372,Country_13,ShipToCustomer_2710
Customer_2372,Country_13,ShipToCustomer_9461
Customer_2373,Country_13,ShipToCustomer_1109
Customer_2373,Country_13,ShipToCustomer_2796
Customer_2374,Country_3,ShipToCustomer_5597
Customer_2376,Country_3,ShipToCustomer_8835
Customer_2377,Country_12,ShipToCustomer_9209
Customer_2379,Country_5,ShipToCustomer_41
Customer_238,Country_9,ShipToCustomer_3789
Customer_2381,Country_3,ShipToCustomer_6579
Customer_2382,Country_3,ShipToCustomer_9872
Customer_2384,Country_6,ShipToCustomer_6955
Customer_2385,Country_7,ShipToCustomer_9711
Customer_2386,Country_4,ShipToCustomer_1880
Customer_2387,Country_1,ShipToCustomer_3517
Customer_2387,Country_1,ShipToCustomer_4368
Customer_2388,Country_5,ShipToCustomer_9460
Customer_239,Country_12,ShipToCustomer_6691
Customer_239,Country_12,ShipToCustomer_9950
Customer_2390,Country_9,ShipToCustomer_2368
Customer_2390,Country_9,ShipToCustomer_2707
Customer_2391,Country_3,ShipToCustomer_330
Customer_2391,Country_3,ShipToCustomer_8568
Customer_2393,Country_3,ShipToCustomer_1341
Customer_2393,Country_3,ShipToCustomer_4343
Customer_2394,Country_5,ShipToCustomer_1017
Customer_2394,Country_5,ShipToCustomer_1671
Customer_2395,Country_12,ShipToCustomer_6281
Customer_2395,Country_12,ShipToCustomer_8750
Customer_2396,Country_6,ShipToCustomer_2565
Customer_2396,Country_6,ShipToCustomer_8546
Customer_2397,Country_4,ShipToCustomer_1713
Customer_2398,Country_12,ShipToCustomer_5342
Customer_24,Country_10,ShipToCustomer_1449
Customer_2401,Country_3,ShipToCustomer_301
Customer_2401,Country_3,ShipToCustomer_3589
Customer_2402,Country_7,ShipToCustomer_9558
Customer_2403,Country_5,ShipToCustomer_4195
Customer_2403,Country_5,ShipToCustomer_450
Customer_2403,Country_5,ShipToCustomer_6152
Customer_2403,Country_5,ShipToCustomer_9303
Customer_2404,Country_1,ShipToCustomer_1645
Customer_2404,Country_1,ShipToCustomer_1677
Customer_2406,Country_9,ShipToCustomer_5368
Customer_2406,Country_9,ShipToCustomer_6974
Customer_2407,Country_6,ShipToCustomer_2996
Customer_2407,Country_6,ShipToCustomer_481
Customer_2408,Country_2,ShipToCustomer_5764
Customer_2408,Country_2,ShipToCustomer_580
Customer_2408,Country_2,ShipToCustomer_6935
Customer_2409,Country_7,ShipToCustomer_6459
Customer_241,Country_1,ShipToCustomer_1238
Customer_241,Country_1,ShipToCustomer_9898
Customer_2411,Country_4,ShipToCustomer_1402
Customer_2411,Country_4,ShipToCustomer_8255
Customer_2412,Country_15,ShipToCustomer_5383
Customer_2413,Country_7,ShipToCustomer_8063
Customer_2414,Country_7,ShipToCustomer_7249
Customer_2415,Country_1,ShipToCustomer_7999
Customer_2418,Country_10,ShipToCustomer_4017
Customer_2419,Country_15,ShipToCustomer_201
Customer_242,Country_9,ShipToCustomer_3360
Customer_2420,Country_10,ShipToCustomer_7226
Customer_2420,Country_10,ShipToCustomer_7229
Customer_2420,Country_10,ShipToCustomer_9608
Customer_2421,Country_11,ShipToCustomer_1869
Customer_2421,Country_11,ShipToCustomer_3800
Customer_2423,Country_4,ShipToCustomer_7387
Customer_2424,Country_11,ShipToCustomer_4293
Customer_2424,Country_11,ShipToCustomer_5102
Customer_2424,Country_11,ShipToCustomer_5723
Customer_2424,Country_11,ShipToCustomer_6775
Customer_2424,Country_11,ShipToCustomer_7829
Customer_2425,Country_10,ShipToCustomer_4366
Customer_2425,Country_10,ShipToCustomer_8604
Customer_2426,Country_2,ShipToCustomer_1845
Customer_2427,Country_13,ShipToCustomer_4444
Customer_2427,Country_13,ShipToCustomer_983
Customer_2428,Country_11,ShipToCustomer_5105
Customer_2428,Country_11,ShipToCustomer_6154
Customer_2429,Country_13,ShipToCustomer_6918
Customer_243,Country_1,ShipToCustomer_8652
Customer_2432,Country_1,ShipToCustomer_5415
Customer_2433,Country_15,ShipToCustomer_1152
Customer_2433,Country_15,ShipToCustomer_3046
Customer_2434,Country_7,ShipToCustomer_8449
Customer_2435,Country_15,ShipToCustomer_3788
Customer_2436,Country_5,ShipToCustomer_3118
Customer_2436,Country_5,ShipToCustomer_9077
Customer_2437,Country_10,ShipToCustomer_4825
Customer_2437,Country_10,ShipToCustomer_7587
Customer_2438,Country_7,ShipToCustomer_3056
Customer_2438,Country_7,ShipToCustomer_8726
Customer_244,Country_4,ShipToCustomer_6321
Customer_244,Country_4,ShipToCustomer_819
Customer_244,Country_4,ShipToCustomer_873
Customer_2441,Country_13,ShipToCustomer_5965
Customer_2442,Country_8,ShipToCustomer_3114
Customer_2442,Country_8,ShipToCustomer_5274
Customer_2442,Country_8,ShipToCustomer_9226
Customer_2443,Country_10,ShipToCustomer_8487
Customer_2444,Country_14,ShipToCustomer_9612
Customer_2445,Country_11,ShipToCustomer_4501
Customer_2446,Country_5,ShipToCustomer_5829
Customer_2447,Country_11,ShipToCustomer_7308
Customer_2448,Country_5,ShipToCustomer_9962
Customer_2449,Country_11,ShipToCustomer_7041
Customer_2449,Country_11,ShipToCustomer_7614
Customer_245,Country_1,ShipToCustomer_8308
Customer_2450,Country_2,ShipToCustomer_9372
Customer_2451,Country_15,ShipToCustomer_213
Customer_2451,Country_15,ShipToCustomer_6818
Customer_2454,Country_6,ShipToCustomer_3687
Customer_2454,Country_6,ShipToCustomer_6046
Customer_2457,Country_14,ShipToCustomer_4670
Customer_2458,Country_11,ShipToCustomer_1979
Customer_2459,Country_7,ShipToCustomer_1820
Customer_2459,Country_7,ShipToCustomer_4036
Customer_2459,Country_7,ShipToCustomer_824
Customer_246,Country_3,ShipToCustomer_6714
Customer_2461,Country_12,ShipToCustomer_8203
Customer_2462,Country_6,ShipToCustomer_3764
Customer_2463,Country_10,ShipToCustomer_7657
Customer_2464,Country_12,ShipToCustomer_1721
Customer_2469,Country_15,ShipToCustomer_2923
Customer_247,Country_15,ShipToCustomer_166
Customer_247,Country_15,ShipToCustomer_6716
Customer_247,Country_15,ShipToCustomer_8778
Customer_2471,Country_8,ShipToCustomer_3599
Customer_2471,Country_8,ShipToCustomer_5122
Customer_2471,Country_8,ShipToCustomer_5492
Customer_2471,Country_8,ShipToCustomer_7780
Customer_2472,Country_14,ShipToCustomer_4621
Customer_2472,Country_14,ShipToCustomer_7644
Customer_2473,Country_13,ShipToCustomer_5044
Customer_2474,Country_11,ShipToCustomer_6114
Customer_2475,Country_6,ShipToCustomer_7748
Customer_2476,Country_15,ShipToCustomer_1702
Customer_2476,Country_15,ShipToCustomer_9842
Customer_2477,Country_9,ShipToCustomer_5692
Customer_248,Country_11,ShipToCustomer_9908
Customer_2480,Country_2,ShipToCustomer_6685
Customer_2482,Country_8,ShipToCustomer_2331
Customer_2483,Country_10,ShipToCustomer_3077
Customer_2483,Country_10,ShipToCustomer_5475
Customer_2483,Country_10,ShipToCustomer_9293
Customer_2484,Country_8,ShipToCustomer_5583
Customer_2487,Country_5,ShipToCustomer_3691
Customer_2487,Country_5,ShipToCustomer_6556
Customer_2487,Country_5,ShipToCustomer_933
Customer_2488,Country_14,ShipToCustomer_2294
Customer_2488,Country_14,ShipToCustomer_3903
Customer_2488,Country_14,ShipToCustomer_4635
Customer_2489,Country_12,ShipToCustomer_2091
Customer_249,Country_1,ShipToCustomer_2081
Customer_2491,Country_13,ShipToCustomer_4395
Customer_2491,Country_13,ShipToCustomer_7693
Customer_2491,Country_13,ShipToCustomer_8594
Customer_2492,Country_13,ShipToCustomer_4652
Customer_2497,Country_13,ShipToCustomer_3337
Customer_2498,Country_12,ShipToCustomer_6901
Customer_2499,Country_3,ShipToCustomer_6132
Customer_25,Country_10,ShipToCustomer_5697
Customer_25,Country_10,ShipToCustomer_8741
Customer_250,Country_2,ShipToCustomer_3052
Customer_250,Country_2,ShipToCustomer_889
Customer_2500,Country_9,ShipToCustomer_9784
Customer_2502,Country_3,ShipToCustomer_3595
Customer_2505,Country_10,ShipToCustomer_7964
Customer_2506,Country_4,ShipToCustomer_6038
Customer_2506,Country_4,ShipToCustomer_700
Customer_2507,Country_14,ShipToCustomer_14
Customer_2507,Country_14,ShipToCustomer_171
Customer_2507,Country_14,ShipToCustomer_752
Customer_2508,Country_9,ShipToCustomer_6327
Customer_2508,Country_9,ShipToCustomer_8581
Customer_2509,Country_15,ShipToCustomer_5241
Customer_2509,Country_15,ShipToCustomer_8791
Customer_2513,Country_3,ShipToCustomer_8909
Customer_2513,Country_3,ShipToCustomer_9034
Customer_2513,Country_3,ShipToCustomer_9714
Customer_2513,Country_3,ShipToCustomer_9899
Customer_2515,Country_13,ShipToCustomer_3035
Customer_2517,Country_3,ShipToCustomer_2412
Customer_2518,Country_5,ShipToCustomer_1780
Customer_2518,Country_5,ShipToCustomer_5570
Customer_2518,Country_5,ShipToCustomer_7314
Customer_2519,Country_10,ShipToCustomer_33
Customer_252,Country_4,ShipToCustomer_7844
Customer_2520,Country_5,ShipToCustomer_5966
Customer_2520,Country_5,ShipToCustomer_8599
Customer_2521,Country_5,ShipToCustomer_5226
Customer_2523,Country_12,ShipToCustomer_1384
Customer_2523,Country_12,ShipToCustomer_7545
Customer_2526,Country_11,ShipToCustomer_2835
Customer_2527,Country_7,ShipToCustomer_2706
Customer_2530,Country_8,ShipToCustomer_4285
Customer_2530,Country_8,ShipToCustomer_7107
Customer_2531,Country_8,ShipToCustomer_9350
Customer_2532,Country_15,ShipToCustomer_690
Customer_2532,Country_15,ShipToCustomer_9025
Customer_2533,Country_6,ShipToCustomer_9323
Customer_2534,Country_8,ShipToCustomer_9624
Customer_2536,Country_10,ShipToCustomer_2000
Customer_2537,Country_1,ShipToCustomer_1920
Customer_2538,Country_3,ShipToCustomer_273
Customer_2538,Country_3,ShipToCustomer_6496
Customer_2539,Country_6,ShipToCustomer_2119
Customer_2540,Country_1,ShipToCustomer_5362
Customer_2541,Country_12,ShipToCustomer_5527
Customer_2541,Country_12,ShipToCustomer_9181
Customer_2542,Country_8,ShipToCustomer_4730
Customer_2543,Country_13,ShipToCustomer_3403
Customer_2543,Country_13,ShipToCustomer_4672
Customer_2544,Country_1,ShipToCustomer_192
Customer_2546,Country_2,ShipToCustomer_1782
Customer_2546,Country_2,ShipToCustomer_2362
Customer_2546,Country_2,ShipToCustomer_4822
Customer_2546,Country_2,ShipToCustomer_7839
Customer_2547,Country_13,ShipToCustomer_2010
Customer_2549,Country_2,ShipToCustomer_5437
Customer_255,Country_15,ShipToCustomer_9381
Customer_2550,Country_15,ShipToCustomer_9170
Customer_2551,Country_5,ShipToCustomer_3033
Customer_2552,Country_8,ShipToCustomer_1400
Customer_2553,Country_12,ShipToCustomer_1766
Customer_2553,Country_12,ShipToCustomer_309
Customer_2554,Country_15,ShipToCustomer_4488
Customer_2554,Country_15,ShipToCustomer_6426
Customer_2555,Country_5,ShipToCustomer_3108
Customer_2555,Country_5,ShipToCustomer_5253
Customer_2555,Country_5,ShipToCustomer_820
Customer_2558,Country_9,ShipToCustomer_2530
Customer_2558,Country_9,ShipToCustomer_4937
Customer_2558,Country_9,ShipToCustomer_5630
Customer_2559,Country_5,ShipToCustomer_6338
Customer_256,Country_8,ShipToCustomer_3248
Customer_256,Country_8,ShipToCustomer_3385
Customer_2560,Country_13,ShipToCustomer_917
Customer_2561,Country_10,ShipToCustomer_3458
Customer_2562,Country_3,ShipToCustomer_1503
Customer_2564,Country_1,ShipToCustomer_3591
Customer_2565,Country_3,ShipToCustomer_656
Customer_2566,Country_7,ShipToCustomer_3707
Customer_2566,Country_7,ShipToCustomer_4263
Customer_2567,Country_1,ShipToCustomer_1501
Customer_2567,Country_1,ShipToCustomer_3150
Customer_2567,Country_1,ShipToCustomer_3487
Customer_2567,Country_1,ShipToCustomer_3925
Customer_2569,Country_7,ShipToCustomer_6586
Customer_2570,Country_4,ShipToCustomer_3648
Customer_2570,Country_4,ShipToCustomer_4452
Customer_2570,Country_4,ShipToCustomer_7673
Customer_2571,Country_15,ShipToCustomer_4961
Customer_2572,Country_15,ShipToCustomer_1195
Customer_2575,Country_15,ShipToCustomer_1690
Customer_2575,Country_15,ShipToCustomer_4328
Customer_2576,Country_3,ShipToCustomer_8457
Customer_2576,Country_3,ShipToCustomer_9887
Customer_2577,Country_15,ShipToCustomer_4335
Customer_2578,Country_8,ShipToCustomer_3297
Customer_2578,Country_8,ShipToCustomer_6052
Customer_2579,Country_6,ShipToCustomer_2891
Customer_258,Country_14,ShipToCustomer_1482
Customer_258,Country_14,ShipToCustomer_2749
Customer_2580,Country_3,ShipToCustomer_5670
Customer_2581,Country_1,ShipToCustomer_5562
Customer_2583,Country_11,ShipToCustomer_4221
Customer_2584,Country_12,ShipToCustomer_2945
Customer_2586,Country_5,ShipToCustomer_2722
Customer_2586,Country_5,ShipToCustomer_623
Customer_2586,Country_5,ShipToCustomer_7504
Customer_2586,Country_5,ShipToCustomer_7887
Customer_2588,Country_2,ShipToCustomer_2088
Customer_2589,Country_13,ShipToCustomer_653
Customer_2589,Country_13,ShipToCustomer_8640
Customer_259,Country_15,ShipToCustomer_6735
Customer_259,Country_15,ShipToCustomer_6924
Customer_259,Country_15,ShipToCustomer_7654
Customer_2590,Country_7,ShipToCustomer_6149
Customer_2591,Country_10,ShipToCustomer_6543
Customer_2592,Country_12,ShipToCustomer_6592
Customer_2592,Country_12,ShipToCustomer_6767
Customer_2592,Country_12,ShipToCustomer_6995
Customer_2592,Country_12,ShipToCustomer_709
Customer_2592,Country_12,ShipToCustomer_9823
Customer_2593,Country_7,ShipToCustomer_161
Customer_2593,Country_7,ShipToCustomer_6021
Customer_2595,Country_6,ShipToCustomer_6794
Customer_2596,Country_10,ShipToCustomer_341
Customer_2596,Country_10,ShipToCustomer_8420
Customer_2597,Country_6,ShipToCustomer_1505
Customer_2597,Country_6,ShipToCustomer_2313
Customer_26,Country_5,ShipToCustomer_6859
Customer_260,Country_14,ShipToCustomer_7643
Customer_2600,Country_9,ShipToCustomer_5040
Customer_2600,Country_9,ShipToCustomer_5971
Customer_2601,Country_2,ShipToCustomer_953
Customer_2601,Country_2,ShipToCustomer_9650
Customer_2602,Country_4,ShipToCustomer_43
Customer_2603,Country_11,ShipToCustomer_1584
Customer_2603,Country_11,ShipToCustomer_2113
Customer_2604,Country_12,ShipToCustomer_2751
Customer_2605,Country_1,ShipToCustomer_3261
Customer_2605,Country_1,ShipToCustomer_3368
Customer_2605,Country_1,ShipToCustomer_3920
Customer_2605,Country_1,ShipToCustomer_4798
Customer_2605,Country_1,ShipToCustomer_5879
Customer_2607,Country_10,ShipToCustomer_2723
Customer_2607,Country_10,ShipToCustomer_7676
Customer_2608,Country_13,ShipToCustomer_2605
Customer_2608,Country_13,ShipToCustomer_9625
Customer_2609,Country_4,ShipToCustomer_6945
Customer_261,Country_5,ShipToCustomer_1747
Customer_2612,Country_12,ShipToCustomer_2597
Customer_2612,Country_12,ShipToCustomer_4046
Customer_2613,Country_2,ShipToCustomer_3744
Customer_2615,Country_7,ShipToCustomer_6337
Customer_2615,Country_7,ShipToCustomer_9529
Customer_2616,Country_15,ShipToCustomer_4661
Customer_2617,Country_9,ShipToCustomer_4024
Customer_2617,Country_9,ShipToCustomer_9576
Customer_2618,Country_8,ShipToCustomer_1586
Customer_2618,Country_8,ShipToCustomer_4787
Customer_2620,Country_9,ShipToCustomer_1507
Customer_2620,Country_9,ShipToCustomer_9234
Customer_2621,Country_6,ShipToCustomer_1441
Customer_2621,Country_6,ShipToCustomer_2823
Customer_2621,Country_6,ShipToCustomer_3461
Customer_2622,Country_12,ShipToCustomer_5676
Customer_2622,Country_12,ShipToCustomer_6384
Customer_2624,Country_2,ShipToCustomer_4543
Customer_2625,Country_9,ShipToCustomer_4336
Customer_2627,Country_10,ShipToCustomer_982
Customer_2628,Country_5,ShipToCustomer_8088
Customer_2629,Country_12,ShipToCustomer_1991
Customer_2629,Country_12,ShipToCustomer_6284
Customer_2629,Country_12,ShipToCustomer_981
Customer_263,Country_10,ShipToCustomer_9969
Customer_2631,Country_1,ShipToCustomer_7911
Customer_2632,Country_13,ShipToCustomer_3518
Customer_2632,Country_13,ShipToCustomer_4879
Customer_2632,Country_13,ShipToCustomer_7976
Customer_2634,Country_3,ShipToCustomer_5975
Customer_2636,Country_13,ShipToCustomer_5859
Customer_2636,Country_13,ShipToCustomer_9821
Customer_2637,Country_5,ShipToCustomer_2047
Customer_2637,Country_5,ShipToCustomer_9050
Customer_2639,Country_9,ShipToCustomer_7971
Customer_264,Country_2,ShipToCustomer_4992
Customer_264,Country_2,ShipToCustomer_8477
Customer_264,Country_2,ShipToCustomer_9114
Customer_2641,Country_4,ShipToCustomer_1961
Customer_2641,Country_4,ShipToCustomer_3996
Customer_2642,Country_1,ShipToCustomer_2827
Customer_2642,Country_1,ShipToCustomer_8956
Customer_2642,Country_1,ShipToCustomer_9148
Customer_2643,Country_2,ShipToCustomer_7017
Customer_2644,Country_1,ShipToCustomer_3236
Customer_2645,Country_13,ShipToCustomer_2202
Customer_2649,Country_4,ShipToCustomer_2806
Customer_2649,Country_4,ShipToCustomer_4453
Customer_2650,Country_15,ShipToCustomer_3002
Customer_2650,Country_15,ShipToCustomer_9713
Customer_2651,Country_14,ShipToCustomer_7407
Customer_2652,Country_5,ShipToCustomer_4956
Customer_2652,Country_5,ShipToCustomer_6828
Customer_2653,Country_9,ShipToCustomer_3556
Customer_2653,Country_9,ShipToCustomer_9535
Customer_2654,Country_6,ShipToCustomer_2567
Customer_2654,Country_6,ShipToCustomer_2910
Customer_2654,Country_6,ShipToCustomer_6703
Customer_2655,Country_11,ShipToCustomer_4130
Customer_2656,Country_4,ShipToCustomer_8514
Customer_2657,Country_10,ShipToCustomer_5815
Customer_2658,Country_13,ShipToCustomer_3253
Customer_266,Country_6,ShipToCustomer_6133
Customer_266,Country_6,ShipToCustomer_6697
Customer_2660,Country_13,ShipToCustomer_6148
Customer_2662,Country_11,ShipToCustomer_5701
Customer_2662,Country_11,ShipToCustomer_726
Customer_2663,Country_7,ShipToCustomer_7659
Customer_2665,Country_7,ShipToCustomer_1592
Customer_2665,Country_7,ShipToCustomer_6462
Customer_2666,Country_10,ShipToCustomer_1819
Customer_2666,Country_10,ShipToCustomer_3393
Customer_2667,Country_6,ShipToCustomer_9756
Customer_2668,Country_1,ShipToCustomer_9242
Customer_267,Country_10,ShipToCustomer_9732
Customer_2670,Country_8,ShipToCustomer_1922
Customer_2670,Country_8,ShipToCustomer_1927
Customer_2670,Country_8,ShipToCustomer_3635
Customer_2670,Country_8,ShipToCustomer_8172
Customer_2670,Country_8,ShipToCustomer_8577
Customer_2670,Country_8,ShipToCustomer_9439
Customer_2671,Country_12,ShipToCustomer_5350
Customer_2671,Country_12,ShipToCustomer_8830
Customer_2672,Country_2,ShipToCustomer_2016
Customer_2673,Country_7,ShipToCustomer_7423
Customer_2674,Country_10,ShipToCustomer_8306
Customer_2674,Country_10,ShipToCustomer_9725
Customer_2675,Country_14,ShipToCustomer_3994
Customer_2677,Country_2,ShipToCustomer_7494
Customer_2679,Country_2,ShipToCustomer_1730
Customer_2679,Country_2,ShipToCustomer_5188
Customer_268,Country_15,ShipToCustomer_5323
Customer_268,Country_15,ShipToCustomer_641
Customer_2680,Country_8,ShipToCustomer_3676
Customer_2680,Country_8,ShipToCustomer_7507
Customer_2681,Country_1,ShipToCustomer_642
Customer_2681,Country_1,ShipToCustomer_9539
Customer_2682,Country_9,ShipToCustomer_5864
Customer_2682,Country_9,ShipToCustomer_6617
Customer_2683,Country_2,ShipToCustomer_7358
Customer_2683,Country_2,ShipToCustomer_7841
Customer_2683,Country_2,ShipToCustomer_9466
Customer_2684,Country_9,ShipToCustomer_2443
Customer_2684,Country_9,ShipToCustomer_6537
Customer_2686,Country_13,ShipToCustomer_1647
Customer_2686,Country_13,ShipToCustomer_3639
Customer_2687,Country_7,ShipToCustomer_2965
Customer_2687,Country_7,ShipToCustomer_5411
Customer_2688,Country_15,ShipToCustomer_2180
Customer_2689,Country_7,ShipToCustomer_3068
Customer_2689,Country_7,ShipToCustomer_5537
Customer_2689,Country_7,ShipToCustomer_6403
Customer_269,Country_6,ShipToCustomer_1958
Customer_269,Country_6,ShipToCustomer_7758
Customer_2690,Country_11,ShipToCustomer_510
Customer_2690,Country_11,ShipToCustomer_8356
Customer_2691,Country_14,ShipToCustomer_5807
Customer_2694,Country_5,ShipToCustomer_3285
Customer_2694,Country_5,ShipToCustomer_7560
Customer_2697,Country_13,ShipToCustomer_6785
Customer_2697,Country_13,ShipToCustomer_9563
Customer_270,Country_13,ShipToCustomer_4332
Customer_270,Country_13,ShipToCustomer_9639
Customer_2700,Country_3,ShipToCustomer_3014
Customer_2700,Country_3,ShipToCustomer_5909
Customer_2700,Country_3,ShipToCustomer_9515
Customer_2701,Country_1,ShipToCustomer_4840
Customer_2703,Country_5,ShipToCustomer_1529
Customer_2703,Country_5,ShipToCustomer_233
Customer_2703,Country_5,ShipToCustomer_7291
Customer_2704,Country_2,ShipToCustomer_4599
Customer_2704,Country_2,ShipToCustomer_9249
Customer_2705,Country_14,ShipToCustomer_5995
Customer_2706,Country_9,ShipToCustomer_3930
Customer_2706,Country_9,ShipToCustomer_5037
Customer_2707,Country_5,ShipToCustomer_3023
Customer_2707,Country_5,ShipToCustomer_7070
Customer_2707,Country_5,ShipToCustomer_901
Customer_2708,Country_9,ShipToCustomer_8646
Customer_2709,Country_7,ShipToCustomer_3729
Customer_271,Country_12,ShipToCustomer_2448
Customer_271,Country_12,ShipToCustomer_3854
Customer_271,Country_12,ShipToCustomer_4210
Customer_271,Country_12,ShipToCustomer_8293
Customer_2710,Country_4,ShipToCustomer_2487
Customer_2710,Country_4,ShipToCustomer_445
Customer_2711,Country_6,ShipToCustomer_9313
Customer_2712,Country_6,ShipToCustomer_548
Customer_2712,Country_6,ShipToCustomer_9160
Customer_2713,Country_1,ShipToCustomer_4251
Customer_2714,Country_15,ShipToCustomer_2158
Customer_2714,Country_15,ShipToCustomer_290
Customer_2716,Country_6,ShipToCustomer_3668
Customer_2717,Country_15,ShipToCustomer_5847
Customer_272,Country_8,ShipToCustomer_4585
Customer_272,Country_8,ShipToCustomer_555
Customer_2720,Country_8,ShipToCustomer_480
Customer_2721,Country_2,ShipToCustomer_4223
Customer_2722,Country_5,ShipToCustomer_8132
Customer_2723,Country_1,ShipToCustomer_2462
Customer_2723,Country_1,ShipToCustomer_996
Customer_2724,Country_14,ShipToCustomer_5718
Customer_2724,Country_14,ShipToCustomer_9798
Customer_2725,Country_12,ShipToCustomer_5276
Customer_2725,Country_12,ShipToCustomer_9014
Customer_2726,Country_7,ShipToCustomer_3059
Customer_2726,Country_7,ShipToCustomer_786
Customer_273,Country_10,ShipToCustomer_2056
Customer_273,Country_10,ShipToCustomer_2090
Customer_2732,Country_14,ShipToCustomer_1682
Customer_2732,Country_14,ShipToCustomer_2897
Customer_2732,Country_14,ShipToCustomer_9893
Customer_2734,Country_6,ShipToCustomer_1548
Customer_2735,Country_12,ShipToCustomer_3751
Customer_2736,Country_15,ShipToCustomer_4410
Customer_2737,Country_2,ShipToCustomer_9258
Customer_2738,Country_5,ShipToCustomer_2377
Customer_2738,Country_5,ShipToCustomer_4610
Customer_2738,Country_5,ShipToCustomer_721
Customer_2739,Country_5,ShipToCustomer_6433
Customer_2739,Country_5,ShipToCustomer_6474
Customer_2739,Country_5,ShipToCustomer_7268
Customer_274,Country_10,ShipToCustomer_3513
Customer_2741,Country_3,ShipToCustomer_8561
Customer_2742,Country_6,ShipToCustomer_2655
Customer_2742,Country_6,ShipToCustomer_5683
Customer_2742,Country_6,ShipToCustomer_9150
Customer_2743,Country_13,ShipToCustomer_2519
Customer_2744,Country_2,ShipToCustomer_6702
Customer_2745,Country_10,ShipToCustomer_1396
Customer_2745,Country_10,ShipToCustomer_9009
Customer_2747,Country_9,ShipToCustomer_3123
Customer_2748,Country_13,ShipToCustomer_1267
Customer_2748,Country_13,ShipToCustomer_7262
Customer_2749,Country_2,ShipToCustomer_3169
Customer_2749,Country_2,ShipToCustomer_4777
Customer_2749,Country_2,ShipToCustomer_7962
Customer_275,Country_6,ShipToCustomer_6890
Customer_275,Country_6,ShipToCustomer_7245
Customer_275,Country_6,ShipToCustomer_7825
Customer_2752,Country_8,ShipToCustomer_2953
Customer_2752,Country_8,ShipToCustomer_7339
Customer_2753,Country_6,ShipToCustomer_3917
Customer_2753,Country_6,ShipToCustomer_5424
Customer_2755,Country_1,ShipToCustomer_7261
Customer_2755,Country_1,ShipToCustomer_784
Customer_2756,Country_5,ShipToCustomer_4959
Customer_2757,Country_9,ShipToCustomer_1654
Customer_2757,Country_9,ShipToCustomer_2451
Customer_2757,Country_9,ShipToCustomer_7564
Customer_2758,Country_2,ShipToCustomer_6044
Customer_2758,Country_2,ShipToCustomer_9173
Customer_2759,Country_3,ShipToCustomer_6370
Customer_2759,Country_3,ShipToCustomer_9423
Customer_276,Country_7,ShipToCustomer_8102
Customer_2760,Country_11,ShipToCustomer_9191
Customer_2763,Country_6,ShipToCustomer_209
Customer_2763,Country_6,ShipToCustomer_2140
Customer_2763,Country_6,ShipToCustomer_6836
Customer_2763,Country_6,ShipToCustomer_9088
Customer_2764,Country_10,ShipToCustomer_7319
Customer_2765,Country_6,ShipToCustomer_1541
Customer_2765,Country_6,ShipToCustomer_7301
Customer_2766,Country_14,ShipToCustomer_3607
Customer_2766,Country_14,ShipToCustomer_4393
Customer_2767,Country_5,ShipToCustomer_3962
Customer_2767,Country_5,ShipToCustomer_4247
Customer_2768,Country_10,ShipToCustomer_8007
Customer_2768,Country_10,ShipToCustomer_9152
Customer_277,Country_1,ShipToCustomer_517
Customer_2771,Country_13,ShipToCustomer_1808
Customer_2772,Country_10,ShipToCustomer_7309
Customer_2773,Country_4,ShipToCustomer_7324
Customer_2774,Country_14,ShipToCustomer_1518
Customer_2774,Country_14,ShipToCustomer_1680
Customer_2774,Country_14,ShipToCustomer_6909
Customer_2774,Country_14,ShipToCustomer_7894
Customer_2777,Country_9,ShipToCustomer_755
Customer_2779,Country_14,ShipToCustomer_3516
Customer_2780,Country_13,ShipToCustomer_3072
Customer_2781,Country_14,ShipToCustomer_243
Customer_2781,Country_14,ShipToCustomer_5503
Customer_2782,Country_11,ShipToCustomer_6779
Customer_2784,Country_8,ShipToCustomer_8821
Customer_2785,Country_1,ShipToCustomer_6040
Customer_2786,Country_2,ShipToCustomer_6068
Customer_2786,Country_2,ShipToCustomer_9834
Customer_2787,Country_10,ShipToCustomer_6106
Customer_2788,Country_14,ShipToCustomer_4440
Customer_2789,Country_5,ShipToCustomer_4802
Customer_2792,Country_11,ShipToCustomer_6999
Customer_2793,Country_1,ShipToCustomer_5046
Customer_2793,Country_1,ShipToCustomer_7223
Customer_2794,Country_2,ShipToCustomer_1977
Customer_2794,Country_2,ShipToCustomer_352
Customer_2794,Country_2,ShipToCustomer_8990
Customer_2798,Country_12,ShipToCustomer_5826
Customer_28,Country_15,ShipToCustomer_3255
Customer_28,Country_15,ShipToCustomer_8804
Customer_280,Country_5,ShipToCustomer_3558
Customer_280,Country_5,ShipToCustomer_4957
Customer_280,Country_5,ShipToCustomer_5214
Customer_280,Country_5,ShipToCustomer_8589
Customer_2800,Country_14,ShipToCustomer_4249
Customer_2802,Country_3,ShipToCustomer_6123
Customer_2803,Country_12,ShipToCustomer_1413
Customer_2803,Country_12,ShipToCustomer_586
Customer_2803,Country_12,ShipToCustomer_627
