customer,sales_qty_2021,sales_qty_2022,sales_qty_2023,sales_qty_2024,net_sales_2021,net_sales_2022,net_sales_2023,net_sales_2024,p2_2021,p2_2022,p2_2023,p2_2024,qty_2021_score,qty_2022_score,qty_2023_score,qty_2024_score,sales_2021_score,sales_2022_score,sales_2023_score,sales_2024_score,p2_2021_score,p2_2022_score,p2_2023_score,p2_2024_score,qty_2021_score_desc,qty_2022_score_desc,qty_2023_score_desc,qty_2024_score_desc,sales_2021_score_desc,sales_2022_score_desc,sales_2023_score_desc,sales_2024_score_desc,p2_2021_score_desc,p2_2022_score_desc,p2_2023_score_desc,p2_2024_score_desc,material_portfolio,material_portfolio_desc,brand_portfolio,brand_portfolio_desc,product_type_portfolio,product_type_portfolio_desc,material_portfolio_score,brand_portfolio_score,product_type_portfolio_score,material_portfolio_score_desc,brand_portfolio_score_desc,product_type_portfolio_score_desc,feature_tag_null,feature_tag_q1,feature_tag_q2,feature_tag_q3,feature_tag_q4,feature_tag_null_score,feature_tag_q1_score,feature_tag_q2_score,feature_tag_q3_score,feature_tag_q4_score,relationship_score,market_position_score,market_position_desc_new,relationship_desc_new
Customer_268,30991221,28159980,30024717,27420560,1633804558.7,1486507036.98,1883552558.54,1561705985.48,893939040.23,709466327.17,861398739.42,853986420.49,4,3,3,2,2.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,High,Medium,Medium,Low,Low,Low,High,Low,Medium,Low,Medium,Medium,4,"MAT002943, MAT001267, MAT002898, MAT001524",4,"Brand_3236, Brand_3721, Brand_7017, Brand_6288",4,"Product_Type_1440, Product_Type_140, Product_Type_1089, Product_Type_250",2,2,2,several,several,several,51,10,11,9,16,3,2,2,1,1,4.0,3.0,Faster Growing than Market,Advanced Business Ties
Customer_2681,27320043,25511603,28242524,26523608,1614830323.66,1481138668.07,1719050521.02,1610916991.34,713655156.66,674132567.05,802552216.06,900118324.55,2,2,3,2,2.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,Low,Low,Medium,Low,Low,Low,Medium,Low,Neglectable,Neglectable,Low,Medium,4,"MAT001268, MAT000990, MAT001440, MAT002343",4,"Brand_6653, Brand_1999, Brand_7831, Brand_7316",4,"Product_Type_660, Product_Type_776, Product_Type_1437, Product_Type_376",2,2,2,several,several,several,42,13,16,7,11,1,3,1,1,2,4.0,5.0,Innovative & Faster Growing than Market,Advanced Business Ties
Customer_2690,27005611,35014616,31571544,31875975,1681460431.92,2014872880.27,1832825211.2,1777359286.19,1014090708.8,855556043.59,1039854722.25,931125840.4,2,5,4,4,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,Low,Strategic,High,High,Medium,High,High,Medium,High,Medium,High,High,4,"MAT001834, MAT002298, MAT001838, MAT002998",4,"Brand_1470, Brand_3719, Brand_5288, Brand_5456",4,"Product_Type_23, Product_Type_1061, Product_Type_1127, Product_Type_336",2,2,2,several,several,several,53,18,12,9,8,4,1,1,1,1,2.0,2.0,Market Follower,Transactional
Customer_2703,28096603,26049120,28333669,28201982,1731987955.35,1482270642.65,1866531008.98,1842649627.64,907065064.41,706070046.88,731200762.47,954212818.87,3,2,3,3,3.0,2.0,4.0,4.0,3.0,1.0,2.0,4.0,Medium,Low,Medium,Medium,Medium,Low,High,High,Medium,Neglectable,Low,High,4,"MAT000161, MAT000951, MAT002717, MAT001586",4,"Brand_5383, Brand_3862, Brand_7769, Brand_6220",4,"Product_Type_1241, Product_Type_1124, Product_Type_1149, Product_Type_1304",2,2,2,several,several,several,54,14,12,12,11,4,1,1,3,2,3.0,3.0,Faster Growing than Market,Pure Business
Customer_2707,21155527,22313585,26383971,21954914,1039029776.64,1375733036.17,1489312938.15,1366792072.27,495963304.8,695524946.85,706938983.45,635918964.0,1,1,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Neglectable,Neglectable,Low,Neglectable,Neglectable,Neglectable,Neglectable,Neglectable,Neglectable,Neglectable,Neglectable,Neglectable,4,"MAT001243, MAT001947, MAT002688, MAT001097",4,"Brand_1341, Brand_2052, Brand_5005, Brand_5216",4,"Product_Type_1232, Product_Type_351, Product_Type_1118, Product_Type_268",2,2,2,several,several,several,47,9,8,11,9,2,1,1,2,1,3.0,2.0,Market Follower,Pure Business
Customer_2710,19794846,24301348,22342636,19402977,1336367721.29,1410725090.12,1314002924.51,1257575205.96,676311570.65,683524845.47,601421976.09,604099215.06,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Neglectable,Neglectable,Neglectable,Neglectable,Neglectable,Neglectable,Neglectable,Neglectable,Neglectable,Neglectable,Neglectable,Neglectable,4,"MAT001892, MAT001340, MAT002216, MAT002039",4,"Brand_5874, Brand_870, Brand_225, Brand_6623",4,"Product_Type_542, Product_Type_512, Product_Type_701, Product_Type_1415",2,2,2,several,several,several,36,10,7,9,15,1,2,1,1,1,2.0,5.0,Innovative & Faster Growing than Market,Transactional
Customer_2712,33947549,31513357,22100148,20875221,2000773862.29,1976704281.42,1300435488.69,1183781592.53,910977853.55,976650421.19,563121844.49,525490184.91,5,4,1,1,4.0,4.0,1.0,1.0,3.0,4.0,1.0,1.0,Strategic,High,Neglectable,Neglectable,High,High,Neglectable,Neglectable,Medium,High,Neglectable,Neglectable,4,"MAT000784, MAT000598, MAT000121, MAT000717",4,"Brand_4318, Brand_2920, Brand_100, Brand_6055",4,"Product_Type_515, Product_Type_870, Product_Type_444, Product_Type_337",2,2,2,several,several,several,52,13,10,10,16,3,3,2,2,1,2.0,1.0,Niche Player,Transactional
Customer_2714,25886115,23648674,33282838,29648807,1632328378.66,1510531532.93,1697381729.49,2215377451.54,803827507.12,676258002.76,818914965.21,990413295.03,2,1,4,3,2.0,2.0,3.0,5.0,2.0,1.0,2.0,4.0,Low,Neglectable,High,Medium,Low,Low,Medium,Strategic,Low,Neglectable,Low,High,4,"MAT002662, MAT002305, MAT001923, MAT002627",4,"Brand_1998, Brand_485, Brand_6276, Brand_2685",4,"Product_Type_1318, Product_Type_1056, Product_Type_1344, Product_Type_1083",2,2,2,several,several,several,41,10,10,15,21,1,2,2,1,1,5.0,5.0,Innovative & Faster Growing than Market,Partnership
Customer_272,28859381,28872012,31861404,30232796,1715862975.18,1815238277.76,1891926273.03,1705694081.43,900477586.19,787292988.48,942833036.66,863107275.0600001,3,3,4,4,3.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,Medium,Medium,High,High,Medium,Medium,High,Medium,Medium,Low,High,Medium,4,"MAT001439, MAT000813, MAT000220, MAT001993",4,"Brand_7644, Brand_3476, Brand_3605, Brand_5293",4,"Product_Type_206, Product_Type_1363, Product_Type_382, Product_Type_405",2,2,2,several,several,several,42,20,11,19,12,1,1,2,1,1,4.0,3.0,Faster Growing than Market,Advanced Business Ties
Customer_2720,31805848,25082541,27875197,29717601,2123670195.46,1756568138.62,1844919785.63,1913950412.42,1104369248.78,1028932455.93,846757058.71,1070771853.73,4,2,3,3,5.0,3.0,4.0,4.0,5.0,4.0,3.0,5.0,High,Low,Medium,Medium,Strategic,Medium,High,High,Strategic,High,Medium,Strategic,3,"MAT002924, MAT001745, MAT002849",3,"Brand_5449, Brand_7706, Brand_7496",3,"Product_Type_1004, Product_Type_283, Product_Type_875",2,2,2,several,several,several,53,12,13,14,12,4,3,1,1,1,1.0,4.0,Innovative,Opportunistic
Customer_2723,22365598,23750515,27052666,27210226,1343269738.15,1492421193.26,1677721864.45,1534184124.76,680749602.0,728221328.4,861719313.8199999,656209390.26,1,1,2,2,1.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,Neglectable,Neglectable,Low,Low,Neglectable,Low,Medium,Low,Neglectable,Low,Medium,Neglectable,4,"MAT002333, MAT001837, MAT002767, MAT002840",4,"Brand_4011, Brand_1462, Brand_217, Brand_4736",4,"Product_Type_27, Product_Type_1462, Product_Type_1036, Product_Type_208",2,2,2,several,several,several,50,10,13,12,12,3,2,1,3,1,2.0,5.0,Innovative & Faster Growing than Market,Transactional
Customer_2726,27371353,27815796,25471891,28358704,1551251633.77,1675793691.54,1388924072.95,1573699979.8,771390377.04,674563655.53,776373162.56,786205565.98,2,3,2,3,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,Low,Medium,Low,Medium,Low,Medium,Neglectable,Low,Low,Neglectable,Low,Low,4,"MAT002716, MAT000483, MAT001052, MAT001210",4,"Brand_1242, Brand_1953, Brand_2108, Brand_2302",4,"Product_Type_773, Product_Type_288, Product_Type_588, Product_Type_1043",2,2,2,several,several,several,44,10,19,9,15,2,2,1,1,1,4.0,2.0,Market Follower,Advanced Business Ties
Customer_2738,37866668,31560744,31843309,27312645,2234509292.56,1896326676.34,1762569326.75,1451133064.57,1022731588.83,769194128.78,844179803.37,664307993.54,5,4,4,2,5.0,4.0,3.0,1.0,4.0,2.0,3.0,1.0,Strategic,High,High,Low,Strategic,High,Medium,Neglectable,High,Low,Medium,Neglectable,4,"MAT000699, MAT001591, MAT001194, MAT001702",4,"Brand_7720, Brand_7210, Brand_959, Brand_4973",4,"Product_Type_349, Product_Type_900, Product_Type_1179, Product_Type_80",2,2,2,several,several,several,44,15,10,14,22,2,1,2,1,1,2.0,1.0,Niche Player,Transactional
Customer_2755,35017990,32747227,26036755,27023399,2084231113.58,1967648166.76,1218018570.59,1767874657.51,1127743681.15,969447713.13,555218519.01,944154546.47,5,4,2,2,5.0,4.0,1.0,3.0,5.0,4.0,1.0,4.0,Strategic,High,Low,Low,Strategic,High,Neglectable,Medium,Strategic,High,Neglectable,High,4,"MAT002654, MAT001351, MAT001239, MAT002537",4,"Brand_1072, Brand_3754, Brand_4251, Brand_1190",4,"Product_Type_922, Product_Type_730, Product_Type_700, Product_Type_1447",2,2,2,several,several,several,47,18,15,9,16,2,1,1,1,1,3.0,1.0,Niche Player,Pure Business
Customer_2763,21232841,22320418,25159626,21252550,1415362695.43,1346127228.04,1550774935.49,1203034890.72,671324068.3100001,653511652.96,719038644.4200001,561047615.67,1,1,1,1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,Neglectable,Neglectable,Neglectable,Neglectable,Neglectable,Neglectable,Low,Neglectable,Neglectable,Neglectable,Neglectable,Neglectable,4,"MAT000660, MAT002687, MAT000547, MAT002947",4,"Brand_1012, Brand_7764, Brand_7121, Brand_1806",4,"Product_Type_662, Product_Type_1168, Product_Type_1328, Product_Type_883",2,2,2,several,several,several,30,7,13,8,15,1,1,1,1,1,2.0,2.0,Market Follower,Transactional
Customer_277,33292912,27865692,31587555,28409227,2106568118.68,1681674013.0,1747665155.54,1662554473.94,1060712983.47,861278602.64,1017527232.76,903083697.27,4,3,4,3,5.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,High,Medium,High,Medium,Strategic,Medium,Medium,Medium,Strategic,Medium,High,Medium,4,"MAT000864, MAT002737, MAT002340, MAT001434",4,"Brand_2304, Brand_6147, Brand_6573, Brand_7489",4,"Product_Type_857, Product_Type_1110, Product_Type_1129, Product_Type_728",2,2,2,several,several,several,52,10,16,13,17,3,2,1,3,1,1.0,2.0,Market Follower,Opportunistic
Customer_2777,30918535,30936405,28057253,27579836,1985372083.95,1579529940.36,1771252277.81,1799352481.58,957760611.04,820262420.65,940693069.56,815872245.87,4,4,3,3,4.0,2.0,3.0,3.0,4.0,2.0,4.0,2.0,High,High,Medium,Medium,High,Low,Medium,Medium,High,Low,High,Low,4,"MAT002039, MAT000371, MAT000555, MAT002431",4,"Brand_6623, Brand_7577, Brand_2583, Brand_949",4,"Product_Type_1415, Product_Type_314, Product_Type_1476, Product_Type_243",2,2,2,several,several,several,41,14,18,13,12,1,1,1,3,1,3.0,4.0,Innovative,Pure Business
Customer_2781,37083221,34011858,39674250,38404408,2050938682.22,2234970147.08,2235366704.8,2299000164.77,1049818000.33,1191838771.95,1101432119.87,1107570000.08,5,5,5,5,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Strategic,Strategic,Strategic,Strategic,High,Strategic,Strategic,Strategic,Strategic,Strategic,Strategic,Strategic,4,"MAT001991, MAT001354, MAT001602, MAT002889",4,"Brand_5327, Brand_6945, Brand_4507, Brand_7961",4,"Product_Type_49, Product_Type_1065, Product_Type_70, Product_Type_1137",2,2,2,several,several,several,65,15,14,16,17,5,1,1,1,1,3.0,2.0,Market Follower,Pure Business
Customer_2794,30265101,35937364,34889092,38949756,1869028198.49,2234703313.56,1959678528.96,2434598072.1,935469891.93,1204446167.67,1076118733.48,1176480353.96,3,5,5,5,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,Medium,Strategic,Strategic,Strategic,High,Strategic,High,Strategic,High,Strategic,Strategic,Strategic,4,"MAT002942, MAT001202, MAT000245, MAT001827",4,"Brand_7305, Brand_2585, Brand_4922, Brand_4812",4,"Product_Type_133, Product_Type_1078, Product_Type_620, Product_Type_759",2,2,2,several,several,several,60,13,14,18,11,5,3,1,1,2,3.0,2.0,Market Follower,Pure Business
Customer_2803,64930791,56944402,58373412,67426704,3921605065.39,3479120894.05,3455641746.37,4143277511.75,1763115377.06,1672430562.01,1642069176.44,1975669351.84,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Strategic,Strategic,Strategic,Strategic,Strategic,Strategic,Strategic,Strategic,Strategic,Strategic,Strategic,Strategic,8,"MAT001388, MAT002445, MAT001317, MAT001153, MAT002620, MAT002125, MAT000375, MAT002636",8,"Brand_2165, Brand_5548, Brand_7240, Brand_7491, Brand_163, Brand_1912, Brand_3248, Brand_7030",8,"Product_Type_5, Product_Type_1312, Product_Type_1218, Product_Type_1371, Product_Type_102, Product_Type_572, Product_Type_887, Product_Type_1039",4,4,4,Many,Many,Many,111,27,26,24,30,5,1,1,1,1,2.0,5.0,Innovative & Faster Growing than Market,Transactional
Customer_2807,71921898,59065526,58601184,60014026,4230265553.4,3399726168.86,3450524109.9,3415839863.72,2126934026.69,1761676055.0,1827893931.1,1706642345.65,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Strategic,Strategic,Strategic,Strategic,Strategic,Strategic,Strategic,Strategic,Strategic,Strategic,Strategic,Strategic,8,"MAT001812, MAT002715, MAT001067, MAT000609, MAT002606, MAT002534, MAT000282, MAT000456",8,"Brand_6341, Brand_7086, Brand_7008, Brand_7331, Brand_549, Brand_7506, Brand_2983, Brand_7339",8,"Product_Type_1401, Product_Type_55, Product_Type_1054, Product_Type_413, Product_Type_253, Product_Type_938, Product_Type_1379, Product_Type_184",4,4,4,Many,Many,Many,110,32,21,20,32,5,1,1,1,1,2.0,5.0,Innovative & Faster Growing than Market,Transactional
Customer_2838,22686826,35048061,29593217,26329379,1403131734.56,1831993355.9,1643627216.17,1456034476.01,646534007.14,950724715.6,717209195.27,766615541.1700001,1,5,3,2,1.0,4.0,2.0,1.0,1.0,4.0,1.0,2.0,Neglectable,Strategic,Medium,Low,Neglectable,High,Low,Neglectable,Neglectable,High,Neglectable,Low,4,"MAT000517, MAT000809, MAT002679, MAT002186",4,"Brand_6904, Brand_5792, Brand_2874, Brand_4115",4,"Product_Type_1447, Product_Type_830, Product_Type_1121, Product_Type_1310",2,2,2,several,several,several,54,11,14,16,5,4,2,1,1,1,1.0,5.0,Innovative & Faster Growing than Market,Opportunistic
Customer_2848,25130173,25864073,30385187,30173859,1464308307.94,1710585989.51,1800887839.04,1583213362.92,757564553.04,771164900.94,893592953.41,687365666.25,1,2,4,4,1.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,Neglectable,Low,High,High,Neglectable,Medium,Medium,Low,Low,Low,Medium,Neglectable,4,"MAT001564, MAT001726, MAT001771, MAT001459",4,"Brand_4067, Brand_3524, Brand_5025, Brand_7240",4,"Product_Type_1135, Product_Type_350, Product_Type_937, Product_Type_741",2,2,2,several,several,several,56,10,11,14,12,4,2,2,1,1,1.0,3.0,Faster Growing than Market,Opportunistic
Customer_2866,24838155,25616922,33306741,30767653,1524608670.13,1535397058.38,2013407723.28,1716778522.08,726295298.37,720786754.55,967650061.83,870812921.29,1,2,5,4,2.0,2.0,4.0,3.0,2.0,2.0,4.0,3.0,Neglectable,Low,Strategic,High,Low,Low,High,Medium,Low,Low,High,Medium,4,"MAT000278, MAT000823, MAT002604, MAT002330",4,"Brand_1240, Brand_7903, Brand_5970, Brand_3321",4,"Product_Type_1390, Product_Type_1168, Product_Type_1098, Product_Type_657",2,2,2,several,several,several,52,10,10,7,13,3,2,2,1,1,2.0,1.0,Niche Player,Transactional
Customer_2867,30963557,32877339,32644827,30632688,1823761652.9,1773508124.23,1907120075.74,1865953642.0,833583791.98,847209699.43,970843422.49,798893513.04,4,4,4,4,3.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,High,High,High,High,Medium,Medium,High,High,Medium,Medium,High,Low,4,"MAT002149, MAT000249, MAT002194, MAT000950",4,"Brand_6103, Brand_1174, Brand_1740, Brand_1317",4,"Product_Type_138, Product_Type_515, Product_Type_69, Product_Type_942",2,2,2,several,several,several,48,20,18,15,13,2,1,1,1,1,3.0,2.0,Market Follower,Pure Business
Customer_2875,33482412,31357473,29193492,30718469,1906590425.22,1681191650.74,1691390958.96,1943802877.12,916333577.58,989249649.61,899265766.35,1093815251.31,5,4,3,4,4.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,Strategic,High,Medium,High,High,Medium,Medium,High,High,High,Medium,Strategic,4,"MAT002728, MAT001569, MAT000019, MAT002617",4,"Brand_5317, Brand_6756, Brand_2610, Brand_1163",4,"Product_Type_310, Product_Type_1413, Product_Type_1034, Product_Type_545",2,2,2,several,several,several,53,11,15,20,16,4,2,1,1,1,4.0,5.0,Innovative & Faster Growing than Market,Advanced Business Ties
Customer_2882,27533844,26549717,29021114,26821016,1696745710.6,1766724257.29,1727156647.09,1555943755.82,864582506.29,873725551.5,818882418.0,869203809.52,2,2,3,2,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,Low,Low,Medium,Low,Medium,Medium,Medium,Low,Medium,Medium,Low,Medium,4,"MAT000648, MAT001554, MAT001682, MAT001144",4,"Brand_6495, Brand_5265, Brand_2893, Brand_3805",4,"Product_Type_1065, Product_Type_165, Product_Type_625, Product_Type_408",2,2,2,several,several,several,53,18,7,16,11,4,1,1,1,2,2.0,3.0,Faster Growing than Market,Transactional
Customer_2888,25387040,33626974,34730254,29908311,1296708245.42,2046987413.83,2171687780.35,1809716296.15,673717647.89,1226100915.87,1215133333.44,920525210.86,2,5,5,3,1.0,4.0,5.0,4.0,1.0,5.0,5.0,4.0,Low,Strategic,Strategic,Medium,Neglectable,High,Strategic,High,Neglectable,Strategic,Strategic,High,4,"MAT001024, MAT002201, MAT001619, MAT001200",4,"Brand_3658, Brand_4458, Brand_3428, Brand_6098",4,"Product_Type_991, Product_Type_1119, Product_Type_98, Product_Type_659",2,2,2,several,several,several,59,14,9,13,13,5,1,1,3,1,3.0,4.0,Innovative,Pure Business
Customer_289,22936087,28783619,23344295,24361622,1381324904.14,1669160529.88,1500664456.45,1269897619.33,574428217.39,743688306.48,799112094.0,637964083.6800001,1,3,1,1,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,Neglectable,Medium,Neglectable,Neglectable,Neglectable,Medium,Low,Neglectable,Neglectable,Low,Low,Neglectable,4,"MAT000138, MAT001370, MAT000840, MAT000330",4,"Brand_5846, Brand_6039, Brand_6397, Brand_7398",4,"Product_Type_591, Product_Type_774, Product_Type_378, Product_Type_10",2,2,2,several,several,several,45,11,10,9,12,2,2,2,1,1,2.0,2.0,Market Follower,Transactional
Customer_2900,31073841,28622045,33373158,25119313,1735946003.25,1778736303.0,1958078222.24,1566241595.86,916727995.92,977343926.7,1037046665.49,628326076.58,4,3,5,2,3.0,3.0,4.0,2.0,4.0,4.0,4.0,1.0,High,Medium,Strategic,Low,Medium,Medium,High,Low,High,High,High,Neglectable,4,"MAT002635, MAT002364, MAT000540, MAT000815",4,"Brand_7936, Brand_3357, Brand_3507, Brand_4209",4,"Product_Type_373, Product_Type_785, Product_Type_1182, Product_Type_1039",2,2,2,several,several,several,51,12,5,19,11,3,3,1,1,2,2.0,1.0,Niche Player,Transactional
Customer_2904,35504103,35715829,34074197,33791758,2080521563.68,2265210815.22,2022400125.92,2064579635.46,1048535283.85,1103148135.95,1082323626.88,921394167.51,5,5,5,5,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,Strategic,Strategic,Strategic,Strategic,Strategic,Strategic,High,Strategic,Strategic,Strategic,Strategic,High,4,"MAT002166, MAT002299, MAT000823, MAT000897",4,"Brand_538, Brand_3753, Brand_7903, Brand_2529",4,"Product_Type_883, Product_Type_841, Product_Type_1168, Product_Type_1133",2,2,2,several,several,several,55,21,15,10,19,4,1,1,2,1,4.0,2.0,Market Follower,Advanced Business Ties
Customer_2911,29521109,23677046,31056447,25675022,1531695975.43,1352783481.51,1865267942.97,1576616242.77,900902815.95,601081452.8,1018970103.15,921205024.33,3,1,4,2,2.0,1.0,4.0,2.0,3.0,1.0,4.0,4.0,Medium,Neglectable,High,Low,Low,Neglectable,High,Low,Medium,Neglectable,High,High,4,"MAT002799, MAT002290, MAT000132, MAT001116",4,"Brand_5342, Brand_1517, Brand_484, Brand_3231",4,"Product_Type_1495, Product_Type_364, Product_Type_171, Product_Type_493",2,2,2,several,several,several,48,5,15,15,13,2,1,1,1,1,2.0,3.0,Faster Growing than Market,Transactional
Customer_2912,55158704,55457817,55512344,54601721,3417913375.4,3299841375.19,3284760428.2,3541043755.67,1656725887.79,1605571403.79,1511481883.73,1887035318.57,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Strategic,Strategic,Strategic,Strategic,Strategic,Strategic,Strategic,Strategic,Strategic,Strategic,Strategic,Strategic,8,"MAT001764, MAT002950, MAT002340, MAT002228, MAT002257, MAT000559, MAT002328, MAT002145",8,"Brand_4298, Brand_1814, Brand_6573, Brand_5354, Brand_6014, Brand_964, Brand_1946, Brand_1267",8,"Product_Type_159, Product_Type_1473, Product_Type_1129, Product_Type_135, Product_Type_1081, Product_Type_238, Product_Type_782, Product_Type_563",4,4,4,Many,Many,Many,105,20,22,30,21,5,1,1,1,1,2.0,4.0,Innovative,Transactional
Customer_2930,33092348,30299540,29553874,23392302,2085002805.42,1717221240.94,1801666896.11,1280802484.49,906187290.99,897802898.26,749290663.48,601629803.74,4,4,3,1,5.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,High,High,Medium,Neglectable,Strategic,Medium,Medium,Neglectable,Medium,Medium,Low,Neglectable,4,"MAT001727, MAT000791, MAT002406, MAT000446",4,"Brand_6307, Brand_171, Brand_5152, Brand_7443",4,"Product_Type_1479, Product_Type_925, Product_Type_199, Product_Type_1060",2,2,2,several,several,several,48,15,14,10,14,2,1,1,2,1,2.0,3.0,Faster Growing than Market,Transactional
Customer_2935,29629716,25586841,24708045,29417844,1557311739.69,1487000277.89,1449949118.81,1570873180.29,781785714.1800001,761181349.15,629467267.53,781966615.51,3,2,1,3,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,Medium,Low,Neglectable,Medium,Low,Low,Neglectable,Low,Low,Low,Neglectable,Low,4,"MAT002669, MAT002764, MAT000294, MAT000557",4,"Brand_1395, Brand_3849, Brand_3848, Brand_398",4,"Product_Type_1340, Product_Type_1034, Product_Type_455, Product_Type_1357",2,2,2,several,several,several,68,11,9,12,9,5,2,1,3,1,5.0,5.0,Innovative & Faster Growing than Market,Partnership
Customer_2937,33042281,29370028,28839185,28349787,2115483613.29,1875113286.94,1632602244.77,1640602225.66,1065656094.06,978455960.43,813105316.67,841256555.01,4,3,3,3,5.0,4.0,2.0,2.0,5.0,4.0,2.0,3.0,High,Medium,Medium,Medium,Strategic,High,Low,Low,Strategic,High,Low,Medium,4,"MAT000140, MAT000716, MAT001441, MAT000842",4,"Brand_6419, Brand_3505, Brand_7292, Brand_7188",4,"Product_Type_1100, Product_Type_278, Product_Type_1147, Product_Type_194",2,2,2,several,several,several,40,17,16,19,13,1,1,1,1,1,2.0,1.0,Niche Player,Transactional
Customer_295,36006351,34486996,34977672,32155817,2261738953.94,2015542439.36,1924795336.93,2147454976.92,1151789014.06,979107559.02,1194071685.8,1102852254.69,5,5,5,4,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,Strategic,Strategic,Strategic,High,Strategic,High,High,Strategic,Strategic,High,Strategic,Strategic,4,"MAT001741, MAT001846, MAT000258, MAT002033",4,"Brand_771, Brand_5359, Brand_1734, Brand_2913",4,"Product_Type_472, Product_Type_376, Product_Type_1374, Product_Type_848",2,2,2,several,several,several,51,15,8,20,17,3,1,1,1,1,1.0,4.0,Innovative,Opportunistic
Customer_2950,33368206,32012393,27695723,29382108,1742512877.63,1701818340.25,1635292520.54,1767178215.2,1002145336.55,895273005.49,766466080.64,844184709.84,5,4,3,3,3.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,Strategic,High,Medium,Medium,Medium,Medium,Low,Medium,High,Medium,Low,Medium,4,"MAT001441, MAT001013, MAT002110, MAT001873",4,"Brand_7292, Brand_6476, Brand_1139, Brand_553",4,"Product_Type_1147, Product_Type_585, Product_Type_1421, Product_Type_1012",2,2,2,several,several,several,58,20,14,11,12,5,1,1,2,1,3.0,2.0,Market Follower,Pure Business
Customer_2951,49145302,64612379,66454994,60051683,3112504898.78,4066444204.72,4084546578.96,3384350747.98,1777756376.9,2030058170.06,1917929165.38,1593882506.81,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Strategic,Strategic,Strategic,Strategic,Strategic,Strategic,Strategic,Strategic,Strategic,Strategic,Strategic,Strategic,8,"MAT000003, MAT002899, MAT001555, MAT002023, MAT002578, MAT001043, MAT000309, MAT002379",8,"Brand_3478, Brand_7647, Brand_2653, Brand_2245, Brand_6220, Brand_3238, Brand_4485, Brand_6158",8,"Product_Type_416, Product_Type_1087, Product_Type_296, Product_Type_812, Product_Type_1458, Product_Type_173, Product_Type_731, Product_Type_128",4,4,4,Many,Many,Many,110,30,18,27,23,5,1,1,1,1,3.0,5.0,Innovative & Faster Growing than Market,Pure Business
Customer_2957,26095401,28714034,29243843,26314916,1793385520.35,1766111308.13,1917481767.16,1599988189.4,877711162.28,822890766.13,904244755.84,784026098.99,2,3,3,2,3.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,Low,Medium,Medium,Low,Medium,Medium,High,Low,Medium,Low,Medium,Low,4,"MAT002256, MAT001962, MAT000046, MAT002573",4,"Brand_5833, Brand_2631, Brand_2960, Brand_1027",4,"Product_Type_1449, Product_Type_506, Product_Type_1178, Product_Type_818",2,2,2,several,several,several,53,11,17,14,8,4,2,1,1,1,4.0,3.0,Faster Growing than Market,Advanced Business Ties
Customer_2962,30850124,33601772,27615936,28997326,1962269882.52,1867477482.51,1841164259.87,1780206809.83,817361169.67,1067650978.52,993304991.85,893813124.28,4,5,2,3,4.0,4.0,4.0,3.0,2.0,5.0,4.0,3.0,High,Strategic,Low,Medium,High,High,High,Medium,Low,Strategic,High,Medium,4,"MAT001292, MAT000986, MAT002410, MAT000107",4,"Brand_112, Brand_5100, Brand_5653, Brand_710",4,"Product_Type_102, Product_Type_1018, Product_Type_401, Product_Type_1024",2,2,2,several,several,several,57,7,8,18,15,4,1,1,1,1,2.0,3.0,Faster Growing than Market,Transactional
