SoldTo,Ship to Customer,Key_Account,Key_Account_Grouper
Customer_2094,ShipToCustomer_8694,Key_Account_137,Region_5
Customer_2096,ShipToCustomer_1704,Key_Account_249,Region_19
Customer_2097,ShipToCustomer_2460,Key_Account_54,Region_1
Customer_2099,ShipToCustomer_3189,Key_Account_335,Region_29
Customer_2099,ShipToCustomer_9877,Key_Account_335,Region_29
Customer_2100,ShipToCustomer_5786,Key_Account_300,Region_43
Customer_2100,ShipToCustomer_5918,Key_Account_300,Region_43
Customer_2100,ShipToCustomer_9409,Key_Account_300,Region_43
Customer_2102,ShipToCustomer_3840,Key_Account_363,Region_2
Customer_2102,ShipToCustomer_5473,Key_Account_363,Region_2
Customer_2103,ShipToCustomer_6204,Key_Account_114,Region_9
Customer_2104,ShipToCustomer_2372,Key_Account_256,Region_39
Customer_2104,ShipToCustomer_2922,Key_Account_256,Region_39
Customer_2104,ShipToCustomer_3684,Key_Account_256,Region_39
Customer_2104,ShipToCustomer_7477,Key_Account_256,Region_39
Customer_2104,ShipToCustomer_78,Key_Account_256,Region_39
Customer_2106,ShipToCustomer_2059,Key_Account_313,Region_40
Customer_2106,ShipToCustomer_6041,Key_Account_313,Region_40
Customer_2106,ShipToCustomer_9244,Key_Account_313,Region_40
Customer_2107,ShipToCustomer_1978,Key_Account_292,Region_7
Customer_2107,ShipToCustomer_6469,Key_Account_292,Region_7
Customer_2108,ShipToCustomer_1675,Key_Account_192,Special
Customer_2108,ShipToCustomer_5510,Key_Account_192,Special
Customer_2108,ShipToCustomer_5572,Key_Account_192,Special
Customer_2109,ShipToCustomer_3425,Key_Account_88,Region_35
Customer_211,ShipToCustomer_1069,Key_Account_127,Region_16
Customer_211,ShipToCustomer_1080,Key_Account_127,Region_16
Customer_2110,ShipToCustomer_9024,Key_Account_69,Region_28
Customer_2110,ShipToCustomer_9882,Key_Account_69,Region_28
Customer_2111,ShipToCustomer_5213,Key_Account_142,Region_22
Customer_2112,ShipToCustomer_4006,Key_Account_272,Region_32
Customer_2113,ShipToCustomer_2887,Key_Account_255,Region_33
Customer_2114,ShipToCustomer_2127,Key_Account_36,Region_41
Customer_2114,ShipToCustomer_4943,Key_Account_36,Region_41
Customer_2116,ShipToCustomer_63,Key_Account_347,Region_8
Customer_2116,ShipToCustomer_9128,Key_Account_347,Region_8
Customer_2118,ShipToCustomer_4192,Key_Account_173,Region_23
Customer_2119,ShipToCustomer_7043,Key_Account_293,Region_45
Customer_212,ShipToCustomer_817,Key_Account_226,Region_49
Customer_2120,ShipToCustomer_119,Key_Account_34,Special
Customer_2120,ShipToCustomer_2118,Key_Account_34,Special
Customer_2121,ShipToCustomer_2545,Key_Account_12,Region_5
Customer_2121,ShipToCustomer_5499,Key_Account_12,Region_5
Customer_2121,ShipToCustomer_6719,Key_Account_12,Region_5
Customer_2122,ShipToCustomer_3931,Key_Account_57,Region_4
Customer_2122,ShipToCustomer_794,Key_Account_57,Region_4
Customer_2124,ShipToCustomer_3874,Key_Account_275,Region_23
Customer_2125,ShipToCustomer_5480,Key_Account_55,Region_12
Customer_2126,ShipToCustomer_2021,Key_Account_80,Region_20
Customer_2126,ShipToCustomer_9768,Key_Account_80,Region_20
Customer_2127,ShipToCustomer_3340,Key_Account_97,Region_12
Customer_2127,ShipToCustomer_7980,Key_Account_97,Region_12
Customer_2128,ShipToCustomer_8084,Key_Account_264,Region_20
Customer_213,ShipToCustomer_7307,Key_Account_132,Region_24
Customer_2132,ShipToCustomer_8685,Key_Account_343,Region_43
Customer_2133,ShipToCustomer_8549,Key_Account_109,Region_40
Customer_2134,ShipToCustomer_6057,Key_Account_356,WorldWide
Customer_2134,ShipToCustomer_701,Key_Account_356,WorldWide
Customer_2135,ShipToCustomer_1463,Key_Account_262,Region_13
Customer_2135,ShipToCustomer_30,Key_Account_262,Region_13
Customer_2136,ShipToCustomer_6196,Key_Account_352,Region_47
Customer_2136,ShipToCustomer_8206,Key_Account_352,Region_47
Customer_2137,ShipToCustomer_4960,Key_Account_17,Region_27
Customer_214,ShipToCustomer_6174,Key_Account_88,Region_35
Customer_2140,ShipToCustomer_2001,Key_Account_256,Region_39
Customer_2140,ShipToCustomer_8884,Key_Account_256,Region_39
Customer_2142,ShipToCustomer_4100,Key_Account_81,Region_9
Customer_2142,ShipToCustomer_850,Key_Account_81,Region_9
Customer_2142,ShipToCustomer_988,Key_Account_81,Region_9
Customer_2144,ShipToCustomer_2399,Key_Account_345,Region_29
Customer_2144,ShipToCustomer_8705,Key_Account_345,Region_29
Customer_2145,ShipToCustomer_4397,Key_Account_154,Region_48
Customer_2145,ShipToCustomer_6066,Key_Account_154,Region_48
Customer_2147,ShipToCustomer_16,Key_Account_273,Region_14
Customer_2147,ShipToCustomer_4188,Key_Account_273,Region_14
Customer_2148,ShipToCustomer_1470,Key_Account_322,Region_28
Customer_2148,ShipToCustomer_6199,Key_Account_322,Region_28
Customer_2149,ShipToCustomer_3060,Key_Account_104,Region_9
Customer_215,ShipToCustomer_1093,Key_Account_274,Region_10
Customer_2150,ShipToCustomer_6253,Key_Account_56,Region_33
Customer_2150,ShipToCustomer_6499,Key_Account_56,Region_33
Customer_2151,ShipToCustomer_2695,Key_Account_82,Region_2
Customer_2152,ShipToCustomer_3307,Key_Account_306,Region_26
Customer_2153,ShipToCustomer_3775,Key_Account_228,Region_35
Customer_2153,ShipToCustomer_7026,Key_Account_228,Region_35
Customer_2154,ShipToCustomer_3074,Key_Account_381,Region_49
Customer_2154,ShipToCustomer_4788,Key_Account_381,Region_49
Customer_2155,ShipToCustomer_5464,Key_Account_180,Region_21
Customer_2155,ShipToCustomer_595,Key_Account_180,Region_21
Customer_2156,ShipToCustomer_5659,Key_Account_333,Region_24
Customer_2157,ShipToCustomer_7037,Key_Account_40,Region_7
Customer_2157,ShipToCustomer_7421,Key_Account_40,Region_7
Customer_2158,ShipToCustomer_1909,Key_Account_253,Region_47
Customer_2159,ShipToCustomer_3542,Key_Account_239,Region_49
Customer_216,ShipToCustomer_6242,Key_Account_344,Region_39
Customer_2160,ShipToCustomer_200,Key_Account_231,Region_20
Customer_2160,ShipToCustomer_6506,Key_Account_231,Region_20
Customer_2161,ShipToCustomer_9265,Key_Account_394,Region_45
Customer_2162,ShipToCustomer_5020,Key_Account_153,Region_28
Customer_2163,ShipToCustomer_6570,Key_Account_18,Region_10
Customer_2166,ShipToCustomer_4305,Key_Account_268,Region_25
Customer_2166,ShipToCustomer_8044,Key_Account_268,Region_25
Customer_2168,ShipToCustomer_7131,Key_Account_160,WorldWide
Customer_2168,ShipToCustomer_7315,Key_Account_160,WorldWide
Customer_2169,ShipToCustomer_3621,Key_Account_56,Region_33
Customer_2169,ShipToCustomer_4867,Key_Account_56,Region_33
Customer_2169,ShipToCustomer_7933,Key_Account_56,Region_33
Customer_217,ShipToCustomer_9450,Key_Account_356,WorldWide
Customer_2170,ShipToCustomer_5236,Key_Account_333,Region_24
Customer_2170,ShipToCustomer_8363,Key_Account_333,Region_24
Customer_2170,ShipToCustomer_9185,Key_Account_333,Region_24
Customer_2171,ShipToCustomer_8986,Key_Account_297,Region_18
Customer_2172,ShipToCustomer_2190,Key_Account_287,Region_10
Customer_2173,ShipToCustomer_2440,Key_Account_246,Region_30
Customer_2173,ShipToCustomer_3086,Key_Account_246,Region_30
Customer_2173,ShipToCustomer_314,Key_Account_246,Region_30
Customer_2174,ShipToCustomer_6244,Key_Account_318,Region_7
Customer_2175,ShipToCustomer_3331,Key_Account_144,Region_28
Customer_2175,ShipToCustomer_4768,Key_Account_144,Region_28
Customer_2175,ShipToCustomer_9569,Key_Account_144,Region_28
Customer_2176,ShipToCustomer_9052,Key_Account_112,Region_36
Customer_2176,ShipToCustomer_939,Key_Account_112,Region_36
Customer_2177,ShipToCustomer_7006,Key_Account_24,Region_31
Customer_2178,ShipToCustomer_3234,Key_Account_398,WorldWide
Customer_2179,ShipToCustomer_2179,Key_Account_54,Region_1
Customer_2179,ShipToCustomer_4894,Key_Account_54,Region_1
Customer_2180,ShipToCustomer_4415,Key_Account_156,Region_26
Customer_2180,ShipToCustomer_5795,Key_Account_156,Region_26
Customer_2182,ShipToCustomer_4620,Key_Account_17,Region_27
Customer_2182,ShipToCustomer_5358,Key_Account_17,Region_27
Customer_2182,ShipToCustomer_5547,Key_Account_17,Region_27
Customer_2183,ShipToCustomer_6834,Key_Account_61,Region_43
Customer_2183,ShipToCustomer_7359,Key_Account_61,Region_43
Customer_2184,ShipToCustomer_5460,Key_Account_46,Region_7
Customer_2186,ShipToCustomer_5686,Key_Account_74,Region_13
Customer_2187,ShipToCustomer_8724,Key_Account_358,Region_38
Customer_2187,ShipToCustomer_8887,Key_Account_358,Region_38
Customer_2188,ShipToCustomer_5161,Key_Account_266,Region_3
Customer_2189,ShipToCustomer_5098,Key_Account_85,Region_49
Customer_219,ShipToCustomer_249,Key_Account_24,Region_31
Customer_219,ShipToCustomer_6187,Key_Account_24,Region_31
Customer_2190,ShipToCustomer_7626,Key_Account_82,Region_2
Customer_2191,ShipToCustomer_9598,Key_Account_8,WorldWide
Customer_2192,ShipToCustomer_2784,Key_Account_350,Region_19
Customer_2194,ShipToCustomer_691,Key_Account_167,Region_44
Customer_2194,ShipToCustomer_8963,Key_Account_167,Region_44
Customer_2196,ShipToCustomer_3803,Key_Account_82,Region_2
Customer_2197,ShipToCustomer_1030,Key_Account_141,Region_2
Customer_2197,ShipToCustomer_8696,Key_Account_141,Region_2
Customer_2199,ShipToCustomer_4310,Key_Account_48,Region_37
Customer_2199,ShipToCustomer_6266,Key_Account_48,Region_37
Customer_2199,ShipToCustomer_8769,Key_Account_48,Region_37
Customer_22,ShipToCustomer_9085,Key_Account_377,Region_20
Customer_220,ShipToCustomer_2263,Key_Account_274,Region_10
Customer_220,ShipToCustomer_5261,Key_Account_274,Region_10
Customer_2201,ShipToCustomer_6394,Key_Account_367,Region_44
Customer_2201,ShipToCustomer_6593,Key_Account_367,Region_44
Customer_2202,ShipToCustomer_62,Key_Account_78,Region_4
Customer_2203,ShipToCustomer_7024,Key_Account_153,Region_28
Customer_2203,ShipToCustomer_748,Key_Account_153,Region_28
Customer_2204,ShipToCustomer_1074,Key_Account_315,Region_27
Customer_2207,ShipToCustomer_1559,Key_Account_203,Special
Customer_2207,ShipToCustomer_3132,Key_Account_203,Special
Customer_2208,ShipToCustomer_8033,Key_Account_384,Region_49
Customer_2208,ShipToCustomer_9855,Key_Account_384,Region_49
Customer_2209,ShipToCustomer_3682,Key_Account_132,Region_24
Customer_2209,ShipToCustomer_5518,Key_Account_132,Region_24
Customer_2209,ShipToCustomer_8465,Key_Account_132,Region_24
Customer_221,ShipToCustomer_1468,Key_Account_142,Region_22
Customer_221,ShipToCustomer_8695,Key_Account_142,Region_22
Customer_2211,ShipToCustomer_2841,Key_Account_329,Region_26
Customer_2211,ShipToCustomer_7714,Key_Account_329,Region_26
Customer_2211,ShipToCustomer_8085,Key_Account_329,Region_26
Customer_2212,ShipToCustomer_840,Key_Account_155,Region_20
Customer_2213,ShipToCustomer_4904,Key_Account_395,Region_4
Customer_2215,ShipToCustomer_9951,Key_Account_340,Region_17
Customer_2216,ShipToCustomer_1182,Key_Account_91,Region_33
Customer_2216,ShipToCustomer_5303,Key_Account_91,Region_33
Customer_2217,ShipToCustomer_2543,Key_Account_332,Region_7
Customer_2218,ShipToCustomer_3290,Key_Account_253,Region_47
Customer_222,ShipToCustomer_8629,Key_Account_125,Region_19
Customer_222,ShipToCustomer_9264,Key_Account_125,Region_19
Customer_2220,ShipToCustomer_2682,Key_Account_185,Region_8
Customer_2220,ShipToCustomer_6967,Key_Account_185,Region_8
Customer_2220,ShipToCustomer_7292,Key_Account_185,Region_8
Customer_2221,ShipToCustomer_7390,Key_Account_59,Region_42
Customer_2221,ShipToCustomer_8913,Key_Account_59,Region_42
Customer_2222,ShipToCustomer_12,Key_Account_363,Region_2
Customer_2222,ShipToCustomer_5809,Key_Account_363,Region_2
Customer_2223,ShipToCustomer_3772,Key_Account_189,Region_42
Customer_2223,ShipToCustomer_5454,Key_Account_189,Region_42
Customer_2223,ShipToCustomer_6804,Key_Account_189,Region_42
Customer_2225,ShipToCustomer_5318,Key_Account_162,Region_12
Customer_2225,ShipToCustomer_5369,Key_Account_162,Region_12
Customer_2226,ShipToCustomer_2442,Key_Account_353,Region_39
Customer_2226,ShipToCustomer_2529,Key_Account_353,Region_39
Customer_2227,ShipToCustomer_7550,Key_Account_104,Region_9
Customer_2228,ShipToCustomer_4483,Key_Account_361,Region_4
Customer_223,ShipToCustomer_4574,Key_Account_212,Region_30
Customer_223,ShipToCustomer_7448,Key_Account_212,Region_30
Customer_2230,ShipToCustomer_2051,Key_Account_87,Region_50
Customer_2231,ShipToCustomer_8408,Key_Account_66,Region_33
Customer_2232,ShipToCustomer_5872,Key_Account_249,Region_19
Customer_2235,ShipToCustomer_5319,Key_Account_338,Region_11
Customer_2238,ShipToCustomer_2027,Key_Account_328,Region_4
Customer_2238,ShipToCustomer_3149,Key_Account_328,Region_4
Customer_2239,ShipToCustomer_7735,Key_Account_352,Region_47
Customer_224,ShipToCustomer_9681,Key_Account_110,Region_46
Customer_2240,ShipToCustomer_75,Key_Account_158,Region_25
Customer_2240,ShipToCustomer_9147,Key_Account_158,Region_25
Customer_2241,ShipToCustomer_8090,Key_Account_71,Region_31
Customer_2242,ShipToCustomer_5431,Key_Account_182,Region_20
Customer_2243,ShipToCustomer_2684,Key_Account_97,Region_12
Customer_2244,ShipToCustomer_3282,Key_Account_379,Special
Customer_2245,ShipToCustomer_5754,Key_Account_381,Region_49
Customer_2247,ShipToCustomer_8485,Key_Account_58,WorldWide
Customer_225,ShipToCustomer_4152,Key_Account_100,Region_6
Customer_2251,ShipToCustomer_2005,Key_Account_132,Region_24
Customer_2251,ShipToCustomer_5806,Key_Account_132,Region_24
Customer_2252,ShipToCustomer_1428,Key_Account_391,Region_7
Customer_2252,ShipToCustomer_3276,Key_Account_391,Region_7
Customer_2252,ShipToCustomer_7253,Key_Account_391,Region_7
Customer_2255,ShipToCustomer_8339,Key_Account_71,Region_31
Customer_2258,ShipToCustomer_8812,Key_Account_176,Region_43
Customer_2259,ShipToCustomer_3536,Key_Account_223,Region_38
Customer_226,ShipToCustomer_4579,Key_Account_295,Region_10
Customer_2260,ShipToCustomer_1610,Key_Account_131,Region_15
Customer_2263,ShipToCustomer_3107,Key_Account_304,Region_13
Customer_2263,ShipToCustomer_768,Key_Account_304,Region_13
Customer_2264,ShipToCustomer_1340,Key_Account_192,Special
Customer_2264,ShipToCustomer_7302,Key_Account_192,Special
Customer_2269,ShipToCustomer_3080,Key_Account_191,WorldWide
Customer_2269,ShipToCustomer_865,Key_Account_191,WorldWide
Customer_2269,ShipToCustomer_9015,Key_Account_191,WorldWide
Customer_2270,ShipToCustomer_8595,Key_Account_110,Region_46
Customer_2271,ShipToCustomer_6115,Key_Account_37,Region_1
Customer_2272,ShipToCustomer_1002,Key_Account_152,Region_9
Customer_2272,ShipToCustomer_1678,Key_Account_152,Region_9
Customer_2272,ShipToCustomer_3936,Key_Account_152,Region_9
Customer_2273,ShipToCustomer_7783,Key_Account_138,Region_2
Customer_2274,ShipToCustomer_3560,Key_Account_97,Region_12
Customer_2274,ShipToCustomer_8492,Key_Account_97,Region_12
Customer_2276,ShipToCustomer_1668,Key_Account_77,WorldWide
Customer_2276,ShipToCustomer_9424,Key_Account_77,WorldWide
Customer_2277,ShipToCustomer_8697,Key_Account_275,Region_23
Customer_2278,ShipToCustomer_8403,Key_Account_94,Region_26
Customer_2278,ShipToCustomer_8479,Key_Account_94,Region_26
Customer_2279,ShipToCustomer_1811,Key_Account_20,Region_2
Customer_228,ShipToCustomer_3355,Key_Account_387,Region_38
Customer_228,ShipToCustomer_7454,Key_Account_387,Region_38
Customer_2280,ShipToCustomer_7765,Key_Account_392,Region_48
Customer_2281,ShipToCustomer_2123,Key_Account_392,Region_48
Customer_2282,ShipToCustomer_1964,Key_Account_51,Region_24
Customer_2282,ShipToCustomer_5251,Key_Account_51,Region_24
Customer_2282,ShipToCustomer_5745,Key_Account_51,Region_24
Customer_2282,ShipToCustomer_9751,Key_Account_51,Region_24
Customer_2283,ShipToCustomer_3889,Key_Account_296,Region_33
Customer_2283,ShipToCustomer_7889,Key_Account_296,Region_33
Customer_2284,ShipToCustomer_4580,Key_Account_143,WorldWide
Customer_2285,ShipToCustomer_4977,Key_Account_120,Region_27
Customer_2288,ShipToCustomer_3740,Key_Account_288,Region_21
Customer_2289,ShipToCustomer_3428,Key_Account_225,Region_49
Customer_229,ShipToCustomer_2495,Key_Account_374,Region_13
Customer_229,ShipToCustomer_6960,Key_Account_374,Region_13
Customer_2290,ShipToCustomer_9637,Key_Account_48,Region_37
Customer_2291,ShipToCustomer_3906,Key_Account_199,Region_2
Customer_2292,ShipToCustomer_8295,Key_Account_329,Region_26
Customer_2293,ShipToCustomer_3943,Key_Account_85,Region_49
Customer_2293,ShipToCustomer_7167,Key_Account_85,Region_49
Customer_2294,ShipToCustomer_2354,Key_Account_1,Region_14
Customer_2294,ShipToCustomer_7819,Key_Account_1,Region_14
Customer_2295,ShipToCustomer_4314,Key_Account_142,Region_22
Customer_2298,ShipToCustomer_2252,Key_Account_10,Region_22
Customer_2298,ShipToCustomer_8770,Key_Account_10,Region_22
Customer_2298,ShipToCustomer_8977,Key_Account_10,Region_22
Customer_2299,ShipToCustomer_5684,Key_Account_127,Region_16
Customer_2299,ShipToCustomer_7859,Key_Account_127,Region_16
Customer_23,ShipToCustomer_2183,Key_Account_366,Region_45
Customer_23,ShipToCustomer_7880,Key_Account_366,Region_45
Customer_230,ShipToCustomer_5907,Key_Account_83,Region_20
Customer_2301,ShipToCustomer_7639,Key_Account_383,Region_2
Customer_2301,ShipToCustomer_9617,Key_Account_383,Region_2
Customer_2302,ShipToCustomer_8921,Key_Account_1,Region_14
Customer_2303,ShipToCustomer_1612,Key_Account_24,Region_31
Customer_2303,ShipToCustomer_4057,Key_Account_24,Region_31
Customer_2303,ShipToCustomer_429,Key_Account_24,Region_31
Customer_2304,ShipToCustomer_607,Key_Account_130,Region_22
Customer_2306,ShipToCustomer_3827,Key_Account_262,Region_13
Customer_2307,ShipToCustomer_7963,Key_Account_60,Region_25
Customer_2307,ShipToCustomer_8446,Key_Account_60,Region_25
Customer_2309,ShipToCustomer_7459,Key_Account_214,Region_4
Customer_231,ShipToCustomer_1466,Key_Account_79,Region_2
Customer_2310,ShipToCustomer_324,Key_Account_164,Region_16
Customer_2311,ShipToCustomer_1969,Key_Account_111,Region_34
Customer_2311,ShipToCustomer_7095,Key_Account_111,Region_34
Customer_2312,ShipToCustomer_8633,Key_Account_369,Region_49
Customer_2313,ShipToCustomer_6181,Key_Account_355,Region_2
Customer_2315,ShipToCustomer_6007,Key_Account_256,Region_39
Customer_2315,ShipToCustomer_8335,Key_Account_256,Region_39
Customer_2316,ShipToCustomer_266,Key_Account_356,WorldWide
Customer_2317,ShipToCustomer_852,Key_Account_328,Region_4
Customer_2318,ShipToCustomer_1200,Key_Account_331,Region_6
Customer_2319,ShipToCustomer_3991,Key_Account_33,Region_16
Customer_2319,ShipToCustomer_5852,Key_Account_33,Region_16
Customer_232,ShipToCustomer_4570,Key_Account_63,Region_16
Customer_2320,ShipToCustomer_1827,Key_Account_178,Region_35
Customer_2320,ShipToCustomer_9200,Key_Account_178,Region_35
Customer_2321,ShipToCustomer_1601,Key_Account_137,Region_5
Customer_2323,ShipToCustomer_6377,Key_Account_373,Region_21
Customer_2323,ShipToCustomer_9391,Key_Account_373,Region_21
Customer_2324,ShipToCustomer_5155,Key_Account_64,Region_32
Customer_2324,ShipToCustomer_7012,Key_Account_64,Region_32
Customer_2325,ShipToCustomer_1710,Key_Account_194,Region_47
Customer_2325,ShipToCustomer_8390,Key_Account_194,Region_47
Customer_2327,ShipToCustomer_7606,Key_Account_38,Region_8
Customer_2328,ShipToCustomer_1214,Key_Account_299,Region_39
Customer_2329,ShipToCustomer_2560,Key_Account_68,Region_14
Customer_2329,ShipToCustomer_5749,Key_Account_68,Region_14
Customer_233,ShipToCustomer_1192,Key_Account_370,Region_34
Customer_233,ShipToCustomer_2347,Key_Account_370,Region_34
Customer_233,ShipToCustomer_3054,Key_Account_370,Region_34
Customer_233,ShipToCustomer_8911,Key_Account_370,Region_34
Customer_2332,ShipToCustomer_241,Key_Account_256,Region_39
Customer_2332,ShipToCustomer_6490,Key_Account_256,Region_39
Customer_2333,ShipToCustomer_3362,Key_Account_154,Region_48
Customer_2333,ShipToCustomer_7405,Key_Account_154,Region_48
Customer_2335,ShipToCustomer_4783,Key_Account_69,Region_28
Customer_2337,ShipToCustomer_1009,Key_Account_223,Region_38
Customer_2337,ShipToCustomer_3170,Key_Account_223,Region_38
Customer_2337,ShipToCustomer_4165,Key_Account_223,Region_38
Customer_2337,ShipToCustomer_6191,Key_Account_223,Region_38
Customer_2338,ShipToCustomer_5042,Key_Account_252,Region_11
Customer_2339,ShipToCustomer_1202,Key_Account_34,Special
Customer_2339,ShipToCustomer_1913,Key_Account_34,Special
Customer_2340,ShipToCustomer_3907,Key_Account_78,Region_4
Customer_2342,ShipToCustomer_2990,Key_Account_159,Region_45
Customer_2346,ShipToCustomer_9255,Key_Account_182,Region_20
Customer_2347,ShipToCustomer_4666,Key_Account_261,Region_32
Customer_2348,ShipToCustomer_6956,Key_Account_133,Region_32
Customer_235,ShipToCustomer_8032,Key_Account_320,Region_19
Customer_2350,ShipToCustomer_275,Key_Account_40,Region_7
Customer_2350,ShipToCustomer_4727,Key_Account_40,Region_7
Customer_2350,ShipToCustomer_5979,Key_Account_40,Region_7
Customer_2350,ShipToCustomer_8091,Key_Account_40,Region_7
Customer_2350,ShipToCustomer_8411,Key_Account_40,Region_7
Customer_2350,ShipToCustomer_868,Key_Account_40,Region_7
Customer_2350,ShipToCustomer_998,Key_Account_40,Region_7
Customer_2351,ShipToCustomer_4469,Key_Account_132,Region_24
Customer_2352,ShipToCustomer_864,Key_Account_102,Region_48
Customer_2353,ShipToCustomer_1490,Key_Account_224,Region_37
Customer_2355,ShipToCustomer_8009,Key_Account_318,Region_7
Customer_2356,ShipToCustomer_202,Key_Account_384,Region_49
Customer_2356,ShipToCustomer_2635,Key_Account_384,Region_49
Customer_2357,ShipToCustomer_8892,Key_Account_275,Region_23
Customer_2359,ShipToCustomer_4682,Key_Account_74,Region_13
Customer_2359,ShipToCustomer_839,Key_Account_74,Region_13
Customer_236,ShipToCustomer_4403,Key_Account_272,Region_32
Customer_236,ShipToCustomer_6365,Key_Account_272,Region_32
Customer_236,ShipToCustomer_6916,Key_Account_272,Region_32
Customer_2361,ShipToCustomer_3220,Key_Account_323,Region_21
Customer_2362,ShipToCustomer_6652,Key_Account_287,Region_10
Customer_2363,ShipToCustomer_8221,Key_Account_119,Region_50
Customer_2364,ShipToCustomer_4213,Key_Account_28,WorldWide
Customer_2364,ShipToCustomer_5176,Key_Account_28,WorldWide
Customer_2364,ShipToCustomer_5680,Key_Account_28,WorldWide
Customer_2366,ShipToCustomer_4518,Key_Account_285,Region_27
Customer_2366,ShipToCustomer_4734,Key_Account_285,Region_27
Customer_2366,ShipToCustomer_6416,Key_Account_285,Region_27
Customer_2366,ShipToCustomer_7030,Key_Account_285,Region_27
Customer_2367,ShipToCustomer_2526,Key_Account_283,Region_42
Customer_2368,ShipToCustomer_9671,Key_Account_33,Region_16
Customer_237,ShipToCustomer_4474,Key_Account_166,Region_16
Customer_237,ShipToCustomer_4571,Key_Account_166,Region_16
Customer_2370,ShipToCustomer_1795,Key_Account_146,Region_47
Customer_2370,ShipToCustomer_2775,Key_Account_146,Region_47
Customer_2370,ShipToCustomer_8472,Key_Account_146,Region_47
Customer_2372,ShipToCustomer_2710,Key_Account_38,Region_8
Customer_2372,ShipToCustomer_9461,Key_Account_38,Region_8
Customer_2373,ShipToCustomer_1109,Key_Account_293,Region_45
Customer_2373,ShipToCustomer_2796,Key_Account_293,Region_45
Customer_2374,ShipToCustomer_5597,Key_Account_186,Region_14
Customer_2376,ShipToCustomer_8835,Key_Account_319,Region_25
Customer_2377,ShipToCustomer_9209,Key_Account_66,Region_33
Customer_2379,ShipToCustomer_41,Key_Account_145,Region_23
Customer_238,ShipToCustomer_3789,Key_Account_311,Region_43
Customer_2381,ShipToCustomer_6579,Key_Account_13,Region_40
Customer_2382,ShipToCustomer_9872,Key_Account_325,Region_38
Customer_2384,ShipToCustomer_6955,Key_Account_143,WorldWide
Customer_2385,ShipToCustomer_9711,Key_Account_383,Region_2
Customer_2386,ShipToCustomer_1880,Key_Account_62,Region_2
Customer_2387,ShipToCustomer_3517,Key_Account_43,Region_50
Customer_2387,ShipToCustomer_4368,Key_Account_43,Region_50
Customer_2388,ShipToCustomer_9460,Key_Account_364,Region_1
Customer_239,ShipToCustomer_6691,Key_Account_240,Region_15
Customer_239,ShipToCustomer_9950,Key_Account_240,Region_15
Customer_2390,ShipToCustomer_2368,Key_Account_183,Region_15
Customer_2390,ShipToCustomer_2707,Key_Account_183,Region_15
Customer_2391,ShipToCustomer_330,Key_Account_59,Region_42
Customer_2391,ShipToCustomer_8568,Key_Account_59,Region_42
Customer_2393,ShipToCustomer_1341,Key_Account_123,Region_31
Customer_2393,ShipToCustomer_4343,Key_Account_123,Region_31
Customer_2394,ShipToCustomer_1017,Key_Account_285,Region_27
Customer_2394,ShipToCustomer_1671,Key_Account_285,Region_27
Customer_2395,ShipToCustomer_6281,Key_Account_305,Region_18
Customer_2395,ShipToCustomer_8750,Key_Account_305,Region_18
Customer_2396,ShipToCustomer_2565,Key_Account_1,Region_14
Customer_2396,ShipToCustomer_8546,Key_Account_1,Region_14
Customer_2397,ShipToCustomer_1713,Key_Account_12,Region_5
Customer_2398,ShipToCustomer_5342,Key_Account_320,Region_19
Customer_24,ShipToCustomer_1449,Key_Account_284,Region_31
Customer_2401,ShipToCustomer_301,Key_Account_351,Region_25
Customer_2401,ShipToCustomer_3589,Key_Account_351,Region_25
Customer_2402,ShipToCustomer_9558,Key_Account_78,Region_4
Customer_2403,ShipToCustomer_4195,Key_Account_157,Special
Customer_2403,ShipToCustomer_450,Key_Account_157,Special
Customer_2403,ShipToCustomer_6152,Key_Account_157,Special
Customer_2403,ShipToCustomer_9303,Key_Account_157,Special
Customer_2404,ShipToCustomer_1645,Key_Account_148,Region_43
Customer_2404,ShipToCustomer_1677,Key_Account_148,Region_43
Customer_2406,ShipToCustomer_5368,Key_Account_269,Region_47
Customer_2406,ShipToCustomer_6974,Key_Account_269,Region_47
Customer_2407,ShipToCustomer_2996,Key_Account_21,Region_19
Customer_2407,ShipToCustomer_481,Key_Account_21,Region_19
Customer_2408,ShipToCustomer_5764,Key_Account_346,Region_9
Customer_2408,ShipToCustomer_580,Key_Account_346,Region_9
Customer_2408,ShipToCustomer_6935,Key_Account_346,Region_9
Customer_2409,ShipToCustomer_6459,Key_Account_237,Region_29
Customer_241,ShipToCustomer_1238,Key_Account_130,Region_22
Customer_241,ShipToCustomer_9898,Key_Account_130,Region_22
Customer_2411,ShipToCustomer_1402,Key_Account_69,Region_28
Customer_2411,ShipToCustomer_8255,Key_Account_69,Region_28
Customer_2412,ShipToCustomer_5383,Key_Account_198,Region_27
Customer_2413,ShipToCustomer_8063,Key_Account_308,Region_23
Customer_2414,ShipToCustomer_7249,Key_Account_366,Region_45
Customer_2415,ShipToCustomer_7999,Key_Account_280,Region_32
Customer_2418,ShipToCustomer_4017,Key_Account_247,Region_16
Customer_2419,ShipToCustomer_201,Key_Account_158,Region_25
Customer_242,ShipToCustomer_3360,Key_Account_177,Region_37
Customer_2420,ShipToCustomer_7226,Key_Account_16,Region_6
