MATERIAL,BRAND,SUB_BRAND
MAT002414,Brand_369,Sub_Brand_8
MAT002415,Brand_7162,Sub_Brand_24
MAT002416,Brand_1532,Sub_Brand_35
MAT002417,Brand_724,Sub_Brand_49
MAT002418,Brand_4253,Sub_Brand_86
MAT002419,Brand_6479,Sub_Brand_108
MAT002420,Brand_3272,Sub_Brand_8
MAT002421,Brand_5940,Sub_Brand_23
MAT002422,Brand_5144,Sub_Brand_32
MAT002423,Brand_3693,Sub_Brand_44
MAT002424,Brand_6052,Sub_Brand_150
MAT002425,Brand_7682,Sub_Brand_91
MAT002426,Brand_6530,Sub_Brand_80
MAT002427,Brand_7202,Sub_Brand_87
MAT002428,Brand_2200,Sub_Brand_62
MAT002429,Brand_3767,Sub_Brand_29
MAT002430,Brand_1673,Sub_Brand_108
MAT002431,Brand_949,Sub_Brand_34
MAT002432,Brand_3549,Sub_Brand_81
MAT002433,Brand_6196,Sub_Brand_47
MAT002434,Brand_5067,Sub_Brand_31
MAT002435,Brand_6076,Sub_Brand_60
MAT002436,Brand_4244,Sub_Brand_19
MAT002437,Brand_2409,Sub_Brand_121
MAT002438,Brand_4359,Sub_Brand_49
MAT002439,Brand_965,Sub_Brand_149
MAT002440,Brand_3657,Sub_Brand_13
MAT002441,Brand_4719,Sub_Brand_107
MAT002442,Brand_7713,Sub_Brand_117
MAT002443,Brand_7239,Sub_Brand_132
MAT002444,Brand_1571,Sub_Brand_106
MAT002445,Brand_5548,Sub_Brand_34
MAT002446,Brand_2467,Sub_Brand_148
MAT002447,Brand_2032,Sub_Brand_133
MAT002448,Brand_6274,Sub_Brand_129
MAT002449,Brand_5210,Sub_Brand_130
MAT002450,Brand_1721,Sub_Brand_115
MAT002451,Brand_3527,Sub_Brand_79
MAT002452,Brand_535,Sub_Brand_44
MAT002453,Brand_2423,Sub_Brand_54
MAT002454,Brand_2069,Sub_Brand_49
MAT002455,Brand_7566,Sub_Brand_115
MAT002456,Brand_5464,Sub_Brand_71
MAT002457,Brand_5647,Sub_Brand_79
MAT002458,Brand_4658,Sub_Brand_29
MAT002459,Brand_3619,Sub_Brand_132
MAT002460,Brand_5252,Sub_Brand_65
MAT002461,Brand_6058,Sub_Brand_119
MAT002462,Brand_6111,Sub_Brand_78
MAT002463,Brand_5463,Sub_Brand_117
MAT002464,Brand_2671,Sub_Brand_108
MAT002465,Brand_1809,Sub_Brand_122
MAT002466,Brand_3593,Sub_Brand_56
MAT002467,Brand_6487,Sub_Brand_90
MAT002468,Brand_7485,Sub_Brand_106
MAT002469,Brand_7894,Sub_Brand_43
MAT002470,Brand_2293,Sub_Brand_149
MAT002471,Brand_3637,Sub_Brand_71
MAT002472,Brand_538,Sub_Brand_58
MAT002473,Brand_4025,Sub_Brand_81
MAT002474,Brand_7450,Sub_Brand_84
MAT002475,Brand_6852,Sub_Brand_51
MAT002476,Brand_7461,Sub_Brand_37
MAT002477,Brand_5868,Sub_Brand_46
MAT002478,Brand_3,Sub_Brand_143
MAT002479,Brand_480,Sub_Brand_142
MAT002480,Brand_4524,Sub_Brand_13
MAT002481,Brand_5401,Sub_Brand_84
MAT002482,Brand_5645,Sub_Brand_67
MAT002483,Brand_837,Sub_Brand_71
MAT002484,Brand_2474,Sub_Brand_3
MAT002485,Brand_3508,Sub_Brand_142
MAT002486,Brand_6609,Sub_Brand_61
MAT002487,Brand_7732,Sub_Brand_130
MAT002488,Brand_3578,Sub_Brand_143
MAT002489,Brand_6836,Sub_Brand_14
MAT002490,Brand_2690,Sub_Brand_121
MAT002491,Brand_639,Sub_Brand_10
MAT002492,Brand_6877,Sub_Brand_61
MAT002493,Brand_473,Sub_Brand_18
MAT002494,Brand_6799,Sub_Brand_89
MAT002495,Brand_5422,Sub_Brand_7
MAT002496,Brand_3522,Sub_Brand_82
MAT002497,Brand_3906,Sub_Brand_148
MAT002498,Brand_2357,Sub_Brand_79
MAT002499,Brand_6018,Sub_Brand_9
MAT002500,Brand_7836,Sub_Brand_147
MAT002501,Brand_5201,Sub_Brand_28
MAT002502,Brand_161,Sub_Brand_79
MAT002503,Brand_3949,Sub_Brand_13
MAT002504,Brand_96,Sub_Brand_32
MAT002505,Brand_507,Sub_Brand_70
MAT002506,Brand_2370,Sub_Brand_27
MAT002507,Brand_681,Sub_Brand_97
MAT002508,Brand_6492,Sub_Brand_48
MAT002509,Brand_6716,Sub_Brand_60
MAT002510,Brand_7244,Sub_Brand_85
MAT002511,Brand_1509,Sub_Brand_132
MAT002512,Brand_224,Sub_Brand_121
MAT002513,Brand_7503,Sub_Brand_18
MAT002514,Brand_1612,Sub_Brand_149
MAT002515,Brand_872,Sub_Brand_21
MAT002516,Brand_3202,Sub_Brand_133
MAT002517,Brand_114,Sub_Brand_50
MAT002518,Brand_1599,Sub_Brand_49
MAT002519,Brand_4014,Sub_Brand_13
MAT002520,Brand_5892,Sub_Brand_149
MAT002521,Brand_5430,Sub_Brand_63
MAT002522,Brand_4781,Sub_Brand_66
MAT002523,Brand_7864,Sub_Brand_71
MAT002524,Brand_4248,Sub_Brand_92
MAT002525,Brand_3636,Sub_Brand_143
MAT002526,Brand_1865,Sub_Brand_79
MAT002527,Brand_4827,Sub_Brand_42
MAT002528,Brand_2212,Sub_Brand_14
MAT002529,Brand_4164,Sub_Brand_95
MAT002530,Brand_4907,Sub_Brand_50
MAT002531,Brand_3302,Sub_Brand_58
MAT002532,Brand_1720,Sub_Brand_37
MAT002533,Brand_2264,Sub_Brand_29
MAT002534,Brand_7506,Sub_Brand_59
MAT002535,Brand_3720,Sub_Brand_122
MAT002536,Brand_3423,Sub_Brand_86
MAT002537,Brand_1190,Sub_Brand_112
MAT002538,Brand_3004,Sub_Brand_138
MAT002539,Brand_2407,Sub_Brand_15
MAT002540,Brand_146,Sub_Brand_24
MAT002541,Brand_660,Sub_Brand_62
MAT002542,Brand_1198,Sub_Brand_74
MAT002543,Brand_4124,Sub_Brand_124
MAT002544,Brand_5774,Sub_Brand_140
MAT002545,Brand_6948,Sub_Brand_114
MAT002546,Brand_4692,Sub_Brand_145
MAT002547,Brand_6030,Sub_Brand_93
MAT002548,Brand_2468,Sub_Brand_56
MAT002549,Brand_5510,Sub_Brand_58
MAT002550,Brand_2262,Sub_Brand_125
MAT002551,Brand_4948,Sub_Brand_48
MAT002552,Brand_4562,Sub_Brand_19
MAT002553,Brand_6591,Sub_Brand_141
MAT002554,Brand_6219,Sub_Brand_33
MAT002555,Brand_108,Sub_Brand_120
MAT002556,Brand_3738,Sub_Brand_106
MAT002557,Brand_6979,Sub_Brand_139
MAT002558,Brand_1618,Sub_Brand_147
MAT002559,Brand_4436,Sub_Brand_131
MAT002560,Brand_2709,Sub_Brand_139
MAT002561,Brand_6340,Sub_Brand_121
MAT002562,Brand_5521,Sub_Brand_106
MAT002563,Brand_2090,Sub_Brand_145
MAT002564,Brand_3995,Sub_Brand_15
MAT002565,Brand_2667,Sub_Brand_69
MAT002566,Brand_2280,Sub_Brand_75
MAT002567,Brand_1582,Sub_Brand_114
MAT002568,Brand_2790,Sub_Brand_142
MAT002569,Brand_5229,Sub_Brand_52
MAT002570,Brand_5913,Sub_Brand_57
MAT002571,Brand_292,Sub_Brand_20
MAT002572,Brand_2245,Sub_Brand_56
MAT002573,Brand_1027,Sub_Brand_48
MAT002574,Brand_1897,Sub_Brand_72
MAT002575,Brand_742,Sub_Brand_122
MAT002576,Brand_4363,Sub_Brand_107
MAT002577,Brand_259,Sub_Brand_87
MAT002578,Brand_6220,Sub_Brand_66
MAT002579,Brand_2678,Sub_Brand_42
MAT002580,Brand_3263,Sub_Brand_131
MAT002581,Brand_4797,Sub_Brand_86
MAT002582,Brand_1054,Sub_Brand_76
MAT002583,Brand_1757,Sub_Brand_114
MAT002584,Brand_6130,Sub_Brand_10
MAT002585,Brand_1384,Sub_Brand_134
MAT002586,Brand_3384,Sub_Brand_79
MAT002587,Brand_7068,Sub_Brand_29
MAT002588,Brand_6769,Sub_Brand_149
MAT002589,Brand_909,Sub_Brand_27
MAT002590,Brand_52,Sub_Brand_115
MAT002591,Brand_2890,Sub_Brand_97
MAT002592,Brand_2488,Sub_Brand_120
MAT002593,Brand_1611,Sub_Brand_118
MAT002594,Brand_2795,Sub_Brand_74
MAT002595,Brand_2985,Sub_Brand_97
MAT002596,Brand_2352,Sub_Brand_97
MAT002597,Brand_58,Sub_Brand_65
MAT002598,Brand_1709,Sub_Brand_140
MAT002599,Brand_6624,Sub_Brand_64
MAT002600,Brand_5086,Sub_Brand_148
MAT002601,Brand_929,Sub_Brand_106
MAT002602,Brand_1512,Sub_Brand_80
MAT002603,Brand_75,Sub_Brand_148
MAT002604,Brand_5970,Sub_Brand_40
MAT002605,Brand_5604,Sub_Brand_58
MAT002606,Brand_549,Sub_Brand_149
MAT002607,Brand_2431,Sub_Brand_101
MAT002608,Brand_4036,Sub_Brand_143
MAT002609,Brand_6046,Sub_Brand_148
MAT002610,Brand_2365,Sub_Brand_96
MAT002611,Brand_6985,Sub_Brand_44
MAT002612,Brand_7352,Sub_Brand_34
MAT002613,Brand_7396,Sub_Brand_112
MAT002614,Brand_7722,Sub_Brand_74
MAT002615,Brand_7039,Sub_Brand_122
MAT002616,Brand_2612,Sub_Brand_31
MAT002617,Brand_1163,Sub_Brand_74
MAT002618,Brand_6053,Sub_Brand_102
MAT002619,Brand_1139,Sub_Brand_90
MAT002620,Brand_163,Sub_Brand_128
MAT002621,Brand_439,Sub_Brand_124
MAT002622,Brand_260,Sub_Brand_51
MAT002623,Brand_2896,Sub_Brand_21
MAT002624,Brand_7714,Sub_Brand_122
MAT002625,Brand_6171,Sub_Brand_99
MAT002626,Brand_2769,Sub_Brand_12
MAT002627,Brand_2685,Sub_Brand_97
MAT002628,Brand_5102,Sub_Brand_51
MAT002629,Brand_1547,Sub_Brand_128
MAT002630,Brand_5068,Sub_Brand_22
MAT002631,Brand_1830,Sub_Brand_32
MAT002632,Brand_7605,Sub_Brand_47
MAT002633,Brand_94,Sub_Brand_120
MAT002634,Brand_1885,Sub_Brand_61
MAT002635,Brand_7936,Sub_Brand_56
MAT002636,Brand_7030,Sub_Brand_100
MAT002637,Brand_924,Sub_Brand_133
MAT002638,Brand_6117,Sub_Brand_48
MAT002639,Brand_1832,Sub_Brand_43
MAT002640,Brand_1757,Sub_Brand_77
MAT002641,Brand_709,Sub_Brand_104
MAT002642,Brand_4565,Sub_Brand_84
MAT002643,Brand_6856,Sub_Brand_100
MAT002644,Brand_3327,Sub_Brand_143
MAT002645,Brand_5131,Sub_Brand_2
MAT002646,Brand_6413,Sub_Brand_9
MAT002647,Brand_1114,Sub_Brand_5
MAT002648,Brand_7224,Sub_Brand_130
MAT002649,Brand_6291,Sub_Brand_114
MAT002650,Brand_5388,Sub_Brand_40
MAT002651,Brand_7022,Sub_Brand_56
MAT002652,Brand_6109,Sub_Brand_140
MAT002653,Brand_7924,Sub_Brand_39
MAT002654,Brand_1072,Sub_Brand_118
MAT002655,Brand_6047,Sub_Brand_83
MAT002656,Brand_3336,Sub_Brand_61
MAT002657,Brand_6337,Sub_Brand_10
MAT002658,Brand_5958,Sub_Brand_92
MAT002659,Brand_7791,Sub_Brand_54
MAT002660,Brand_7380,Sub_Brand_13
MAT002661,Brand_625,Sub_Brand_2
MAT002662,Brand_1998,Sub_Brand_88
MAT002663,Brand_505,Sub_Brand_95
MAT002664,Brand_5475,Sub_Brand_57
MAT002665,Brand_153,Sub_Brand_134
MAT002666,Brand_3757,Sub_Brand_73
MAT002667,Brand_5592,Sub_Brand_31
MAT002668,Brand_2055,Sub_Brand_93
MAT002669,Brand_1395,Sub_Brand_71
MAT002670,Brand_261,Sub_Brand_104
MAT002671,Brand_807,Sub_Brand_103
MAT002672,Brand_1054,Sub_Brand_94
MAT002673,Brand_5878,Sub_Brand_90
MAT002674,Brand_4559,Sub_Brand_8
MAT002675,Brand_955,Sub_Brand_79
MAT002676,Brand_2608,Sub_Brand_36
MAT002677,Brand_3835,Sub_Brand_29
MAT002678,Brand_881,Sub_Brand_28
MAT002679,Brand_2874,Sub_Brand_22
MAT002680,Brand_4127,Sub_Brand_27
MAT002681,Brand_3388,Sub_Brand_68
MAT002682,Brand_4496,Sub_Brand_71
MAT002683,Brand_5189,Sub_Brand_123
MAT002684,Brand_5193,Sub_Brand_130
MAT002685,Brand_7003,Sub_Brand_101
MAT002686,Brand_5329,Sub_Brand_39
MAT002687,Brand_7764,Sub_Brand_105
MAT002688,Brand_5005,Sub_Brand_12
MAT002689,Brand_4451,Sub_Brand_30
MAT002690,Brand_194,Sub_Brand_128
MAT002691,Brand_5901,Sub_Brand_141
MAT002692,Brand_5515,Sub_Brand_64
MAT002693,Brand_173,Sub_Brand_70
MAT002694,Brand_1379,Sub_Brand_128
MAT002695,Brand_6866,Sub_Brand_103
MAT002696,Brand_6597,Sub_Brand_87
MAT002697,Brand_4232,Sub_Brand_43
MAT002698,Brand_1607,Sub_Brand_114
MAT002699,Brand_1436,Sub_Brand_112
MAT002700,Brand_3095,Sub_Brand_59
MAT002701,Brand_5564,Sub_Brand_114
MAT002702,Brand_2204,Sub_Brand_119
MAT002703,Brand_7025,Sub_Brand_20
MAT002704,Brand_1277,Sub_Brand_30
MAT002705,Brand_4739,Sub_Brand_27
MAT002706,Brand_1888,Sub_Brand_42
MAT002707,Brand_7130,Sub_Brand_17
MAT002708,Brand_288,Sub_Brand_131
MAT002709,Brand_1518,Sub_Brand_9
MAT002710,Brand_1405,Sub_Brand_15
MAT002711,Brand_4976,Sub_Brand_19
MAT002712,Brand_4827,Sub_Brand_39
MAT002713,Brand_3690,Sub_Brand_103
MAT002714,Brand_3133,Sub_Brand_31
MAT002715,Brand_7086,Sub_Brand_14
MAT002716,Brand_1242,Sub_Brand_61
MAT002717,Brand_7769,Sub_Brand_115
MAT002718,Brand_1815,Sub_Brand_115
MAT002719,Brand_1152,Sub_Brand_92
MAT002720,Brand_5985,Sub_Brand_56
MAT002721,Brand_763,Sub_Brand_32
MAT002722,Brand_7124,Sub_Brand_88
MAT002723,Brand_4871,Sub_Brand_148
MAT002724,Brand_4843,Sub_Brand_143
MAT002725,Brand_6069,Sub_Brand_75
MAT002726,Brand_759,Sub_Brand_51
MAT002727,Brand_2233,Sub_Brand_69
MAT002728,Brand_5317,Sub_Brand_92
MAT002729,Brand_5588,Sub_Brand_87
MAT002730,Brand_1744,Sub_Brand_26
MAT002731,Brand_6787,Sub_Brand_116
MAT002732,Brand_3869,Sub_Brand_15
MAT002733,Brand_384,Sub_Brand_148
MAT002734,Brand_5648,Sub_Brand_116
MAT002735,Brand_6102,Sub_Brand_24
MAT002736,Brand_4960,Sub_Brand_103
MAT002737,Brand_6147,Sub_Brand_51
MAT002738,Brand_4827,Sub_Brand_23
MAT002739,Brand_237,Sub_Brand_38
MAT002740,Brand_5559,Sub_Brand_63
MAT002741,Brand_635,Sub_Brand_106
MAT002742,Brand_3155,Sub_Brand_71
MAT002743,Brand_2170,Sub_Brand_84
MAT002744,Brand_547,Sub_Brand_119
MAT002745,Brand_262,Sub_Brand_149
MAT002746,Brand_334,Sub_Brand_137
MAT002747,Brand_3880,Sub_Brand_120
MAT002748,Brand_3666,Sub_Brand_31
MAT002749,Brand_1780,Sub_Brand_116
MAT002750,Brand_1898,Sub_Brand_128
MAT002751,Brand_7973,Sub_Brand_139
MAT002752,Brand_6292,Sub_Brand_128
MAT002753,Brand_3334,Sub_Brand_45
MAT002754,Brand_6747,Sub_Brand_73
MAT002755,Brand_5726,Sub_Brand_59
MAT002756,Brand_2365,Sub_Brand_107
MAT002757,Brand_3121,Sub_Brand_45
MAT002758,Brand_769,Sub_Brand_73
MAT002759,Brand_7338,Sub_Brand_49
MAT002760,Brand_4902,Sub_Brand_80
MAT002761,Brand_1794,Sub_Brand_5
MAT002762,Brand_2594,Sub_Brand_20
MAT002763,Brand_4850,Sub_Brand_128
MAT002764,Brand_3849,Sub_Brand_102
MAT002765,Brand_6491,Sub_Brand_59
MAT002766,Brand_3845,Sub_Brand_90
MAT002767,Brand_217,Sub_Brand_86
MAT002768,Brand_7128,Sub_Brand_116
MAT002769,Brand_2547,Sub_Brand_43
MAT002770,Brand_7278,Sub_Brand_48
MAT002771,Brand_618,Sub_Brand_128
MAT002772,Brand_6361,Sub_Brand_125
MAT002773,Brand_4624,Sub_Brand_86
MAT002774,Brand_3403,Sub_Brand_98
MAT002775,Brand_3799,Sub_Brand_119
MAT002776,Brand_6999,Sub_Brand_119
MAT002777,Brand_7024,Sub_Brand_17
MAT002778,Brand_5861,Sub_Brand_67
MAT002779,Brand_5925,Sub_Brand_31
MAT002780,Brand_6603,Sub_Brand_18
MAT002781,Brand_7474,Sub_Brand_97
MAT002782,Brand_6207,Sub_Brand_20
MAT002783,Brand_433,Sub_Brand_85
MAT002784,Brand_728,Sub_Brand_1
MAT002785,Brand_3515,Sub_Brand_128
MAT002786,Brand_3080,Sub_Brand_142
MAT002787,Brand_7592,Sub_Brand_44
MAT002788,Brand_439,Sub_Brand_51
MAT002789,Brand_7458,Sub_Brand_24
MAT002790,Brand_1521,Sub_Brand_1
MAT002791,Brand_2444,Sub_Brand_42
MAT002792,Brand_4635,Sub_Brand_19
MAT002793,Brand_388,Sub_Brand_109
MAT002794,Brand_2320,Sub_Brand_141
MAT002795,Brand_1794,Sub_Brand_119
MAT002796,Brand_4235,Sub_Brand_131
MAT002797,Brand_2027,Sub_Brand_51
MAT002798,Brand_2789,Sub_Brand_108
MAT002799,Brand_5342,Sub_Brand_25
MAT002800,Brand_5848,Sub_Brand_80
MAT002801,Brand_7415,Sub_Brand_53
MAT002802,Brand_7455,Sub_Brand_59
MAT002803,Brand_2948,Sub_Brand_76
MAT002804,Brand_2062,Sub_Brand_108
MAT002805,Brand_6633,Sub_Brand_147
MAT002806,Brand_3335,Sub_Brand_65
MAT002807,Brand_868,Sub_Brand_57
MAT002808,Brand_6803,Sub_Brand_133
MAT002809,Brand_2331,Sub_Brand_57
MAT002810,Brand_5115,Sub_Brand_71
MAT002811,Brand_5757,Sub_Brand_84
MAT002812,Brand_6521,Sub_Brand_92
MAT002813,Brand_3310,Sub_Brand_103
MAT002814,Brand_899,Sub_Brand_76
MAT002815,Brand_6938,Sub_Brand_97
MAT002816,Brand_4509,Sub_Brand_47
MAT002817,Brand_4068,Sub_Brand_109
MAT002818,Brand_7326,Sub_Brand_35
MAT002819,Brand_4359,Sub_Brand_41
MAT002820,Brand_525,Sub_Brand_108
MAT002821,Brand_6,Sub_Brand_137
MAT002822,Brand_2002,Sub_Brand_115
MAT002823,Brand_944,Sub_Brand_52
MAT002824,Brand_182,Sub_Brand_81
MAT002825,Brand_348,Sub_Brand_124
MAT002826,Brand_3623,Sub_Brand_98
MAT002827,Brand_7659,Sub_Brand_25
MAT002828,Brand_7104,Sub_Brand_28
MAT002829,Brand_7412,Sub_Brand_41
MAT002830,Brand_366,Sub_Brand_37
MAT002831,Brand_7582,Sub_Brand_60
MAT002832,Brand_5129,Sub_Brand_6
MAT002833,Brand_6359,Sub_Brand_148
MAT002834,Brand_273,Sub_Brand_91
MAT002835,Brand_4378,Sub_Brand_147
MAT002836,Brand_5172,Sub_Brand_117
MAT002837,Brand_7094,Sub_Brand_124
MAT002838,Brand_7263,Sub_Brand_91
MAT002839,Brand_6382,Sub_Brand_8
MAT002840,Brand_4736,Sub_Brand_45
MAT002841,Brand_4580,Sub_Brand_103
MAT002842,Brand_6131,Sub_Brand_83
MAT002843,Brand_56,Sub_Brand_142
MAT002844,Brand_511,Sub_Brand_4
MAT002845,Brand_2262,Sub_Brand_7
MAT002846,Brand_3390,Sub_Brand_131
MAT002847,Brand_5319,Sub_Brand_38
MAT002848,Brand_2812,Sub_Brand_81
MAT002849,Brand_7496,Sub_Brand_42
MAT002850,Brand_2435,Sub_Brand_45
MAT002851,Brand_7211,Sub_Brand_25
MAT002852,Brand_2842,Sub_Brand_99
MAT002853,Brand_1366,Sub_Brand_122
MAT002854,Brand_686,Sub_Brand_143
MAT002855,Brand_1577,Sub_Brand_110
MAT002856,Brand_5581,Sub_Brand_61
MAT002857,Brand_7519,Sub_Brand_15
MAT002858,Brand_2470,Sub_Brand_118
MAT002859,Brand_6826,Sub_Brand_20
MAT002860,Brand_2384,Sub_Brand_145
MAT002861,Brand_4436,Sub_Brand_115
MAT002862,Brand_2963,Sub_Brand_99
MAT002863,Brand_475,Sub_Brand_31
MAT002864,Brand_7964,Sub_Brand_86
MAT002865,Brand_4812,Sub_Brand_61
MAT002866,Brand_4596,Sub_Brand_130
MAT002867,Brand_6784,Sub_Brand_117
MAT002868,Brand_4623,Sub_Brand_144
MAT002869,Brand_5027,Sub_Brand_130
MAT002870,Brand_3267,Sub_Brand_116
MAT002871,Brand_3619,Sub_Brand_46
MAT002872,Brand_2229,Sub_Brand_84
MAT002873,Brand_5076,Sub_Brand_57
MAT002874,Brand_4517,Sub_Brand_93
MAT002875,Brand_1654,Sub_Brand_105
MAT002876,Brand_4494,Sub_Brand_17
MAT002877,Brand_4155,Sub_Brand_60
MAT002878,Brand_7396,Sub_Brand_114
MAT002879,Brand_1701,Sub_Brand_62
MAT002880,Brand_856,Sub_Brand_94
MAT002881,Brand_1094,Sub_Brand_55
MAT002882,Brand_2045,Sub_Brand_99
MAT002883,Brand_7829,Sub_Brand_149
MAT002884,Brand_3586,Sub_Brand_1
MAT002885,Brand_5654,Sub_Brand_61
MAT002886,Brand_1190,Sub_Brand_72
MAT002887,Brand_6900,Sub_Brand_147
MAT002888,Brand_3339,Sub_Brand_102
MAT002889,Brand_7961,Sub_Brand_75
MAT002890,Brand_5670,Sub_Brand_9
MAT002891,Brand_1487,Sub_Brand_144
MAT002892,Brand_6900,Sub_Brand_56
MAT002893,Brand_2157,Sub_Brand_136
MAT002894,Brand_2630,Sub_Brand_27
MAT002895,Brand_1536,Sub_Brand_106
MAT002896,Brand_4877,Sub_Brand_15
MAT002897,Brand_1549,Sub_Brand_52
MAT002898,Brand_7017,Sub_Brand_116
MAT002899,Brand_7647,Sub_Brand_81
MAT002900,Brand_7233,Sub_Brand_47
MAT002901,Brand_15,Sub_Brand_18
MAT002902,Brand_1315,Sub_Brand_128
MAT002903,Brand_4614,Sub_Brand_128
MAT002904,Brand_5460,Sub_Brand_147
MAT002905,Brand_2336,Sub_Brand_109
MAT002906,Brand_4613,Sub_Brand_146
MAT002907,Brand_6020,Sub_Brand_87
MAT002908,Brand_1618,Sub_Brand_24
MAT002909,Brand_642,Sub_Brand_107
MAT002910,Brand_3374,Sub_Brand_101
MAT002911,Brand_1237,Sub_Brand_63
MAT002912,Brand_2536,Sub_Brand_40
MAT002913,Brand_4359,Sub_Brand_121
MAT002914,Brand_1140,Sub_Brand_20
MAT002915,Brand_363,Sub_Brand_70
MAT002916,Brand_975,Sub_Brand_64
MAT002917,Brand_3871,Sub_Brand_84
MAT002918,Brand_2015,Sub_Brand_80
MAT002919,Brand_3794,Sub_Brand_148
MAT002920,Brand_3296,Sub_Brand_26
MAT002921,Brand_882,Sub_Brand_6
MAT002922,Brand_4201,Sub_Brand_113
MAT002923,Brand_2615,Sub_Brand_129
MAT002924,Brand_5449,Sub_Brand_87
MAT002925,Brand_1725,Sub_Brand_50
MAT002926,Brand_2936,Sub_Brand_55
MAT002927,Brand_1026,Sub_Brand_141
MAT002928,Brand_4757,Sub_Brand_107
MAT002929,Brand_1026,Sub_Brand_145
MAT002930,Brand_3717,Sub_Brand_91
MAT002931,Brand_308,Sub_Brand_43
MAT002932,Brand_5794,Sub_Brand_87
MAT002933,Brand_4378,Sub_Brand_42
MAT002934,Brand_3561,Sub_Brand_47
MAT002935,Brand_6778,Sub_Brand_148
MAT002936,Brand_6962,Sub_Brand_142
MAT002937,Brand_3203,Sub_Brand_134
MAT002938,Brand_5866,Sub_Brand_56
MAT002939,Brand_3930,Sub_Brand_104
MAT002940,Brand_2741,Sub_Brand_139
MAT002941,Brand_1451,Sub_Brand_107
MAT002942,Brand_7305,Sub_Brand_38
MAT002943,Brand_3236,Sub_Brand_148
MAT002944,Brand_1100,Sub_Brand_111
MAT002945,Brand_4950,Sub_Brand_1
MAT002946,Brand_1177,Sub_Brand_73
MAT002947,Brand_1806,Sub_Brand_97
MAT002948,Brand_5567,Sub_Brand_2
MAT002949,Brand_2274,Sub_Brand_86
MAT002950,Brand_1814,Sub_Brand_13
MAT002951,Brand_7379,Sub_Brand_135
MAT002952,Brand_393,Sub_Brand_1
MAT002953,Brand_486,Sub_Brand_14
MAT002954,Brand_603,Sub_Brand_132
MAT002955,Brand_3154,Sub_Brand_131
MAT002956,Brand_6480,Sub_Brand_121
MAT002957,Brand_949,Sub_Brand_112
MAT002958,Brand_1836,Sub_Brand_52
MAT002959,Brand_7118,Sub_Brand_51
MAT002960,Brand_2933,Sub_Brand_131
MAT002961,Brand_67,Sub_Brand_71
MAT002962,Brand_6097,Sub_Brand_91
MAT002963,Brand_4889,Sub_Brand_131
MAT002964,Brand_7289,Sub_Brand_71
MAT002965,Brand_4741,Sub_Brand_33
MAT002966,Brand_1334,Sub_Brand_51
MAT002967,Brand_5579,Sub_Brand_130
MAT002968,Brand_2500,Sub_Brand_129
MAT002969,Brand_4444,Sub_Brand_73
MAT002970,Brand_5704,Sub_Brand_105
MAT002971,Brand_7060,Sub_Brand_72
MAT002972,Brand_618,Sub_Brand_102
MAT002973,Brand_2376,Sub_Brand_99
MAT002974,Brand_1648,Sub_Brand_124
MAT002975,Brand_7083,Sub_Brand_139
MAT002976,Brand_866,Sub_Brand_77
MAT002977,Brand_5520,Sub_Brand_69
MAT002978,Brand_6933,Sub_Brand_137
MAT002979,Brand_2692,Sub_Brand_108
MAT002980,Brand_366,Sub_Brand_149
MAT002981,Brand_1823,Sub_Brand_47
MAT002982,Brand_2935,Sub_Brand_112
MAT002983,Brand_4382,Sub_Brand_141
MAT002984,Brand_6355,Sub_Brand_8
MAT002985,Brand_7949,Sub_Brand_97
MAT002986,Brand_3392,Sub_Brand_132
MAT002987,Brand_6763,Sub_Brand_64
MAT002988,Brand_3912,Sub_Brand_38
MAT002989,Brand_236,Sub_Brand_37
MAT002990,Brand_7522,Sub_Brand_140
MAT002991,Brand_7179,Sub_Brand_150
MAT002992,Brand_33,Sub_Brand_38
MAT002993,Brand_2427,Sub_Brand_117
MAT002994,Brand_261,Sub_Brand_3
MAT002995,Brand_6065,Sub_Brand_9
MAT002996,Brand_4177,Sub_Brand_70
MAT002997,Brand_1382,Sub_Brand_50
MAT002998,Brand_5456,Sub_Brand_74
MAT002999,Brand_6623,Sub_Brand_114
MAT003000,Brand_222,Sub_Brand_98
MAT003001,Brand_7787,Sub_Brand_41
MAT003002,Brand_6596,Sub_Brand_15
MAT003003,Brand_5084,Sub_Brand_69
MAT003004,Brand_3825,Sub_Brand_103
MAT003005,Brand_4413,Sub_Brand_111
MAT003006,Brand_3198,Sub_Brand_53
MAT003007,Brand_6801,Sub_Brand_26
MAT003008,Brand_6515,Sub_Brand_100
MAT003009,Brand_4231,Sub_Brand_101
MAT003010,Brand_6369,Sub_Brand_68
MAT003011,Brand_5537,Sub_Brand_36
MAT003012,Brand_4496,Sub_Brand_123
MAT003013,Brand_4424,Sub_Brand_43
MAT003014,Brand_2450,Sub_Brand_50
MAT003015,Brand_5855,Sub_Brand_80
MAT003016,Brand_2145,Sub_Brand_11
MAT003017,Brand_8000,Sub_Brand_66
MAT003018,Brand_158,Sub_Brand_81
MAT003019,Brand_1375,Sub_Brand_45
MAT003020,Brand_7612,Sub_Brand_147
MAT003021,Brand_1534,Sub_Brand_51
MAT003022,Brand_1500,Sub_Brand_61
MAT003023,Brand_1582,Sub_Brand_92
MAT003024,Brand_2385,Sub_Brand_107
